"Cluster"	"myCluster"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"MEG"	"MEG"	"GO:0005372"	"water transmembrane transporter activity"	"1/25"	"13/22669"	0.014246022246738	0.0986154059225045	0.0650984838382277	"108052"	1
"MEG"	"MEG"	"GO:0035497"	"cAMP response element binding"	"1/25"	"13/22669"	0.014246022246738	0.0986154059225045	0.0650984838382277	"16476"	1
"MEG"	"MEG"	"GO:0051400"	"BH domain binding"	"1/25"	"15/22669"	0.0164203509880262	0.0986154059225045	0.0650984838382277	"12043"	1
"MEG"	"MEG"	"GO:0005092"	"GDP-dissociation inhibitor activity"	"1/25"	"16/22669"	0.0175057880510309	0.0986154059225045	0.0650984838382277	"11857"	1
"MEG"	"MEG"	"GO:0008301"	"DNA binding, bending"	"1/25"	"16/22669"	0.0175057880510309	0.0986154059225045	0.0650984838382277	"21973"	1
"MEG"	"MEG"	"GO:0070492"	"oligosaccharide binding"	"1/25"	"17/22669"	0.0185900751343628	0.0986154059225045	0.0650984838382277	"16852"	1
"MEG"	"MEG"	"GO:0032794"	"GTPase activating protein binding"	"1/25"	"19/22669"	0.0207552040314637	0.0986154059225045	0.0650984838382277	"22154"	1
"MEG"	"MEG"	"GO:0042288"	"MHC class I protein binding"	"1/25"	"19/22669"	0.0207552040314637	0.0986154059225045	0.0650984838382277	"22154"	1
"MEG"	"MEG"	"GO:0008307"	"structural constituent of muscle"	"1/25"	"20/22669"	0.0218360481771244	0.0986154059225045	0.0650984838382277	"17904"	1
"MEG"	"MEG"	"GO:0004622"	"lysophospholipase activity"	"1/25"	"21/22669"	0.0229157470068995	0.0986154059225045	0.0650984838382277	"68616"	1
"MEG"	"MEG"	"GO:0004129"	"cytochrome-c oxidase activity"	"1/25"	"22/22669"	0.0239943016839049	0.0986154059225045	0.0650984838382277	"12864"	1
"MEG"	"MEG"	"GO:0015002"	"heme-copper terminal oxidase activity"	"1/25"	"22/22669"	0.0239943016839049	0.0986154059225045	0.0650984838382277	"12864"	1
"MEG"	"MEG"	"GO:0016676"	"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor"	"1/25"	"22/22669"	0.0239943016839049	0.0986154059225045	0.0650984838382277	"12864"	1
"MEG"	"MEG"	"GO:0016881"	"acid-amino acid ligase activity"	"1/25"	"22/22669"	0.0239943016839049	0.0986154059225045	0.0650984838382277	"14630"	1
"MEG"	"MEG"	"GO:0016675"	"oxidoreductase activity, acting on a heme group of donors"	"1/25"	"23/22669"	0.0250717133701283	0.0986154059225045	0.0650984838382277	"12864"	1
"MEG"	"MEG"	"GO:0071837"	"HMG box domain binding"	"1/25"	"23/22669"	0.0250717133701283	0.0986154059225045	0.0650984838382277	"16476"	1
"MEG"	"MEG"	"GO:0070412"	"R-SMAD binding"	"1/25"	"24/22669"	0.0261479832264278	0.0995310329264024	0.0657029120120765	"16476"	1
"MEP"	"MEP"	"GO:0003735"	"structural constituent of ribosome"	"7/68"	"158/22669"	4.74593861771437e-07	0.000110580369792745	8.44277501467083e-05	"20115/54127/75617/57808/22121/100503670/67945"	7
"MEP"	"MEP"	"GO:0042610"	"CD8 receptor binding"	"3/68"	"11/22669"	4.1869149940949e-06	0.000324484934962738	0.000247743185040446	"15015/15018/110557"	3
"MEP"	"MEP"	"GO:0030881"	"beta-2-microglobulin binding"	"3/68"	"12/22669"	5.57055682339464e-06	0.000324484934962738	0.000247743185040446	"15015/15018/110557"	3
"MEP"	"MEP"	"GO:0046977"	"TAP binding"	"3/68"	"12/22669"	5.57055682339464e-06	0.000324484934962738	0.000247743185040446	"15015/15018/110557"	3
"MEP"	"MEP"	"GO:0042608"	"T cell receptor binding"	"3/68"	"17/22669"	1.70339362415314e-05	0.000793781428855361	0.000606049521014484	"15015/15018/110557"	3
"MEP"	"MEP"	"GO:0015078"	"proton transmembrane transporter activity"	"5/68"	"112/22669"	2.18905088481467e-05	0.000850081426936363	0.000649034385146806	"12867/12864/27425/12868/57423"	5
"MEP"	"MEP"	"GO:0004129"	"cytochrome-c oxidase activity"	"3/68"	"22/22669"	3.81644991673179e-05	0.000988036478442786	0.000754362615120085	"12867/12864/12868"	3
"MEP"	"MEP"	"GO:0015002"	"heme-copper terminal oxidase activity"	"3/68"	"22/22669"	3.81644991673179e-05	0.000988036478442786	0.000754362615120085	"12867/12864/12868"	3
"MEP"	"MEP"	"GO:0016676"	"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor"	"3/68"	"22/22669"	3.81644991673179e-05	0.000988036478442786	0.000754362615120085	"12867/12864/12868"	3
"MEP"	"MEP"	"GO:0009055"	"electron transfer activity"	"4/68"	"68/22669"	5.21811506860226e-05	0.00110529164634939	0.000843886551764384	"12867/22272/12864/12868"	4
"MEP"	"MEP"	"GO:0042605"	"peptide antigen binding"	"3/68"	"46/22669"	0.000357308895438287	0.00693774771976007	0.00529694766044478	"15015/15018/110557"	3
"MEP"	"MEP"	"GO:0005372"	"water transmembrane transporter activity"	"2/68"	"13/22669"	0.0006769556046732	0.0121331273760658	0.00926360301131747	"11826/108052"	2
"MEP"	"MEP"	"GO:0016874"	"ligase activity"	"4/68"	"163/22669"	0.00146706400584507	0.0213641195851189	0.0163114353281459	"60525/27425/14630/57423"	4
"MEP"	"MEP"	"GO:0055106"	"ubiquitin-protein transferase regulator activity"	"2/68"	"20/22669"	0.00162678328895057	0.0222965003720872	0.0170233050051174	"20115/100503670"	2
"MEP"	"MEP"	"GO:0048027"	"mRNA 5'-UTR binding"	"2/68"	"25/22669"	0.00254387612149464	0.0311959545425396	0.0238180091153792	"20115/100503670"	2
"MEP"	"MEP"	"GO:0033218"	"amide binding"	"5/68"	"391/22669"	0.00637651876270292	0.0742864435854891	0.0567174563629892	"15015/15018/108155/110557/13167"	5
"MEP"	"MEP"	"GO:0015485"	"cholesterol binding"	"2/68"	"46/22669"	0.00842788190749544	0.0935093564022113	0.0713940873366782	"12257/70026"	2
"CFUe"	"CFUe"	"GO:0042610"	"CD8 receptor binding"	"3/28"	"11/22669"	2.76607783005998e-07	1.46173782879687e-05	9.30960846292568e-06	"15018/14972/110557"	3
"CFUe"	"CFUe"	"GO:0030881"	"beta-2-microglobulin binding"	"3/28"	"12/22669"	3.68505334990808e-07	1.46173782879687e-05	9.30960846292568e-06	"15018/14972/110557"	3
"CFUe"	"CFUe"	"GO:0046977"	"TAP binding"	"3/28"	"12/22669"	3.68505334990808e-07	1.46173782879687e-05	9.30960846292568e-06	"15018/14972/110557"	3
"CFUe"	"CFUe"	"GO:0042608"	"T cell receptor binding"	"3/28"	"17/22669"	1.13431416645741e-06	3.37458464521079e-05	2.14922684170878e-05	"15018/14972/110557"	3
"CFUe"	"CFUe"	"GO:0009055"	"electron transfer activity"	"4/28"	"68/22669"	1.43579995905697e-06	3.41720390255559e-05	2.17637046425478e-05	"12867/22272/12868/66594"	4
"CFUe"	"CFUe"	"GO:0015078"	"proton transmembrane transporter activity"	"4/28"	"112/22669"	1.0549145658479e-05	0.000209224722226501	0.000133252366212367	"12867/11958/27425/12868"	4
"CFUe"	"CFUe"	"GO:0042605"	"peptide antigen binding"	"3/28"	"46/22669"	2.47217497632743e-05	0.000420269745975663	0.000267664057587331	"15018/14972/110557"	3
"CFUe"	"CFUe"	"GO:0004129"	"cytochrome-c oxidase activity"	"2/28"	"22/22669"	0.000334693730560902	0.00396258492349344	0.00252371618302988	"12867/12868"	2
"CFUe"	"CFUe"	"GO:0015002"	"heme-copper terminal oxidase activity"	"2/28"	"22/22669"	0.000334693730560902	0.00396258492349344	0.00252371618302988	"12867/12868"	2
"CFUe"	"CFUe"	"GO:0016676"	"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor"	"2/28"	"22/22669"	0.000334693730560902	0.00396258492349344	0.00252371618302988	"12867/12868"	2
"CFUe"	"CFUe"	"GO:0016675"	"oxidoreductase activity, acting on a heme group of donors"	"2/28"	"23/22669"	0.000366289362675865	0.00396258492349344	0.00252371618302988	"12867/12868"	2
"CFUe"	"CFUe"	"GO:0003823"	"antigen binding"	"3/28"	"208/22669"	0.00210612760720521	0.0192791680967246	0.0122786386816822	"15018/14972/110557"	3
"CFUe"	"CFUe"	"GO:0015399"	"primary active transmembrane transporter activity"	"2/28"	"108/22669"	0.00784070174841187	0.0622029005374008	0.0396161772551337	"20335/27425"	2
"CFUe"	"CFUe"	"GO:0061575"	"cyclin-dependent protein serine/threonine kinase activator activity"	"1/28"	"10/22669"	0.01228566710822	0.0803745175485757	0.0511894317867974	"66197"	1
"CFUe"	"CFUe"	"GO:0043021"	"ribonucleoprotein complex binding"	"2/28"	"146/22669"	0.0139554751699753	0.0803745175485757	0.0511894317867974	"57808/19652"	2
"CFUe"	"CFUe"	"GO:0003951"	"NAD+ kinase activity"	"1/28"	"12/22669"	0.0147252737485465	0.0803745175485757	0.0511894317867974	"20698"	1
"CFUe"	"CFUe"	"GO:0043023"	"ribosomal large subunit binding"	"1/28"	"12/22669"	0.0147252737485465	0.0803745175485757	0.0511894317867974	"19652"	1
"CFUe"	"CFUe"	"GO:0002161"	"aminoacyl-tRNA editing activity"	"1/28"	"13/22669"	0.0159428971026992	0.0803745175485757	0.0511894317867974	"102436"	1
"CFUe"	"CFUe"	"GO:0042800"	"histone methyltransferase activity (H3-K4 specific)"	"1/28"	"14/22669"	0.0171590693696982	0.0803745175485757	0.0511894317867974	"214162"	1
"CFUe"	"CFUe"	"GO:0016874"	"ligase activity"	"2/28"	"163/22669"	0.0171843859620562	0.0803745175485757	0.0511894317867974	"27425/102436"	2
"CFUe"	"CFUe"	"GO:0004659"	"prenyltransferase activity"	"1/28"	"15/22669"	0.0183737922148822	0.0803745175485757	0.0511894317867974	"110196"	1
"CFUe"	"CFUe"	"GO:0008320"	"protein transmembrane transporter activity"	"1/28"	"15/22669"	0.0183737922148822	0.0803745175485757	0.0511894317867974	"20335"	1
"CFUe"	"CFUe"	"GO:0045125"	"bioactive lipid receptor activity"	"1/28"	"15/22669"	0.0183737922148822	0.0803745175485757	0.0511894317867974	"20698"	1
"CFUe"	"CFUe"	"GO:0140318"	"protein transporter activity"	"1/28"	"15/22669"	0.0183737922148822	0.0803745175485757	0.0511894317867974	"20335"	1
"CFUe"	"CFUe"	"GO:0016863"	"intramolecular oxidoreductase activity, transposing C=C bonds"	"1/28"	"16/22669"	0.0195870673017537	0.0803745175485757	0.0511894317867974	"17319"	1
"CFUe"	"CFUe"	"GO:0022884"	"macromolecule transmembrane transporter activity"	"1/28"	"18/22669"	0.022009280845387	0.0873034806867018	0.0556023937146619	"20335"	1
"CFUe"	"CFUe"	"GO:0042288"	"MHC class I protein binding"	"1/28"	"19/22669"	0.0232182226199811	0.0880806384654439	0.056097354882901	"14972"	1
"CFUe"	"CFUe"	"GO:0070577"	"lysine-acetylated histone binding"	"1/28"	"20/22669"	0.0244257232719298	0.0880806384654439	0.056097354882901	"214162"	1
"CFUe"	"CFUe"	"GO:0140033"	"acetylation-dependent protein binding"	"1/28"	"20/22669"	0.0244257232719298	0.0880806384654439	0.056097354882901	"214162"	1
"CFUe"	"CFUe"	"GO:0008553"	"proton-exporting ATPase activity, phosphorylative mechanism"	"1/28"	"22/22669"	0.0268364078234336	0.0912437865996741	0.0581119207003674	"27425"	1
"GMP"	"GMP"	"GO:0003735"	"structural constituent of ribosome"	"8/24"	"158/22669"	3.11669144534444e-12	2.74268847190311e-10	1.57474936185824e-10	"20090/54127/14109/57808/27370/65019/67248/67671"	8
"GMP"	"GMP"	"GO:0050544"	"arachidonic acid binding"	"2/24"	"10/22669"	4.80903120337383e-05	0.00129225868145828	0.000741966707057386	"20201/20202"	2
"GMP"	"GMP"	"GO:0050542"	"icosanoid binding"	"2/24"	"11/22669"	5.87390309753764e-05	0.00129225868145828	0.000741966707057386	"20201/20202"	2
"GMP"	"GMP"	"GO:0050543"	"icosatetraenoic acid binding"	"2/24"	"11/22669"	5.87390309753764e-05	0.00129225868145828	0.000741966707057386	"20201/20202"	2
"GMP"	"GMP"	"GO:0035325"	"Toll-like receptor binding"	"2/24"	"14/22669"	9.69979559166968e-05	0.0014021613791935	0.000805068734465166	"20201/20202"	2
"GMP"	"GMP"	"GO:0044548"	"S100 protein binding"	"2/24"	"14/22669"	9.69979559166968e-05	0.0014021613791935	0.000805068734465166	"20195/12301"	2
"GMP"	"GMP"	"GO:0048306"	"calcium-dependent protein binding"	"3/24"	"89/22669"	0.000111535564254028	0.0014021613791935	0.000805068734465166	"20195/20201/20202"	3
"GMP"	"GMP"	"GO:0051787"	"misfolded protein binding"	"2/24"	"23/22669"	0.000268110453554409	0.00262152443475422	0.00150518149363879	"64136/100037258"	2
"GMP"	"GMP"	"GO:1901567"	"fatty acid derivative binding"	"2/24"	"35/22669"	0.0006256641696612	0.00550584469301856	0.00316125054144606	"20201/20202"	2
"GMP"	"GMP"	"GO:0016836"	"hydro-lyase activity"	"2/24"	"56/22669"	0.00159754899528162	0.0117153592987319	0.00672652208539629	"52430/13806"	2
"GMP"	"GMP"	"GO:0016209"	"antioxidant activity"	"2/24"	"84/22669"	0.00355153282418586	0.0208356592352237	0.0119630579340997	"20201/20202"	2
"GMP"	"GMP"	"GO:0031625"	"ubiquitin protein ligase binding"	"3/24"	"306/22669"	0.00399544976593517	0.0219749737126434	0.0126172097871637	"15519/65019/12301"	3
"GMP"	"GMP"	"GO:0051087"	"chaperone binding"	"2/24"	"102/22669"	0.00518731399295497	0.0253602017433354	0.0145608813837333	"64136/100037258"	2
"GMP"	"GMP"	"GO:0015631"	"tubulin binding"	"3/24"	"366/22669"	0.00656920632735466	0.0304257977266953	0.0174693575464279	"20201/12301/20202"	3
"GMP"	"GMP"	"GO:0044325"	"ion channel binding"	"2/24"	"143/22669"	0.00995836847943144	0.0438168213094983	0.0251579835269847	"12257/15519"	2
"GMP"	"GMP"	"GO:0008503"	"benzodiazepine receptor activity"	"1/24"	"11/22669"	0.0115869495596371	0.0463477982385485	0.0266111760221331	"12257"	1
"GMP"	"GMP"	"GO:0019103"	"pyrimidine nucleotide binding"	"1/24"	"11/22669"	0.0115869495596371	0.0463477982385485	0.0266111760221331	"15519"	1
"GMP"	"GMP"	"GO:0070492"	"oligosaccharide binding"	"1/24"	"17/22669"	0.0178527599176974	0.0654601196982239	0.0375847577214682	"16852"	1
"GMP"	"GMP"	"GO:0070182"	"DNA polymerase binding"	"1/24"	"19/22669"	0.0199328911558607	0.0662213602017083	0.0380218336086363	"15519"	1
"GMP"	"GMP"	"GO:0055106"	"ubiquitin-protein transferase regulator activity"	"1/24"	"20/22669"	0.0209713728605961	0.0662213602017083	0.0380218336086363	"65019"	1
"GMP"	"GMP"	"GO:0004129"	"cytochrome-c oxidase activity"	"1/24"	"22/22669"	0.0230451735681406	0.0662213602017083	0.0380218336086363	"12866"	1
"GMP"	"GMP"	"GO:0015002"	"heme-copper terminal oxidase activity"	"1/24"	"22/22669"	0.0230451735681406	0.0662213602017083	0.0380218336086363	"12866"	1
"GMP"	"GMP"	"GO:0016676"	"oxidoreductase activity, acting on a heme group of donors, oxygen as acceptor"	"1/24"	"22/22669"	0.0230451735681406	0.0662213602017083	0.0380218336086363	"12866"	1
"GMP"	"GMP"	"GO:0048156"	"tau protein binding"	"1/24"	"22/22669"	0.0230451735681406	0.0662213602017083	0.0380218336086363	"15519"	1
"GMP"	"GMP"	"GO:0016675"	"oxidoreductase activity, acting on a heme group of donors"	"1/24"	"23/22669"	0.024080494618803	0.0662213602017083	0.0380218336086363	"12866"	1
"GMP"	"GMP"	"GO:0043177"	"organic acid binding"	"2/24"	"241/22669"	0.0266381900741449	0.0683386699613881	0.0392375138534286	"20201/20202"	2
"GMP"	"GMP"	"GO:0000030"	"mannosyltransferase activity"	"1/24"	"26/22669"	0.0271801528255521	0.0683386699613881	0.0392375138534286	"64136"	1
"GMP"	"GMP"	"GO:0044183"	"protein folding chaperone"	"1/24"	"26/22669"	0.0271801528255521	0.0683386699613881	0.0392375138534286	"15519"	1
"GMP"	"GMP"	"GO:0001223"	"transcription coactivator binding"	"1/24"	"28/22669"	0.0292413477127297	0.0714788499644503	0.0410404880178662	"65019"	1
"GMP"	"GMP"	"GO:0043236"	"laminin binding"	"1/24"	"32/22669"	0.0333511887337782	0.077234331804539	0.0443450708925582	"16852"	1
"GMP"	"GMP"	"GO:0097718"	"disordered domain specific binding"	"1/24"	"34/22669"	0.0353998511142507	0.0798765871295913	0.0458621552897175	"15519"	1
"CMP"	"CMP"	"GO:0043539"	"protein serine/threonine kinase activator activity"	"2/22"	"42/22669"	0.000756111997721542	0.0606060309419121	0.0324478750051979	"66197/18712"	2
"CMP"	"CMP"	"GO:0030295"	"protein kinase activator activity"	"2/22"	"83/22669"	0.00291738434366698	0.0606060309419121	0.0324478750051979	"66197/18712"	2
"CMP"	"CMP"	"GO:0048306"	"calcium-dependent protein binding"	"2/22"	"89/22669"	0.00334538750432676	0.0606060309419121	0.0324478750051979	"20195/20201"	2
"CMP"	"CMP"	"GO:0019209"	"kinase activator activity"	"2/22"	"90/22669"	0.00341941369449548	0.0606060309419121	0.0324478750051979	"66197/18712"	2
"CMP"	"CMP"	"GO:0043021"	"ribonucleoprotein complex binding"	"2/22"	"146/22669"	0.00874577919313933	0.0606060309419121	0.0324478750051979	"57808/18712"	2
"CMP"	"CMP"	"GO:0004175"	"endopeptidase activity"	"3/22"	"453/22669"	0.0092048565028844	0.0606060309419121	0.0324478750051979	"13024/73106/50701"	3
"CMP"	"CMP"	"GO:0002020"	"protease binding"	"2/22"	"152/22669"	0.0094487497448909	0.0606060309419121	0.0324478750051979	"16819/50701"	2
"CMP"	"CMP"	"GO:0008047"	"enzyme activator activity"	"3/22"	"460/22669"	0.00959700893527248	0.0606060309419121	0.0324478750051979	"66197/18712/16476"	3
"CMP"	"CMP"	"GO:0050544"	"arachidonic acid binding"	"1/22"	"10/22669"	0.00966451995579609	0.0606060309419121	0.0324478750051979	"20201"	1
"CMP"	"CMP"	"GO:0061575"	"cyclin-dependent protein serine/threonine kinase activator activity"	"1/22"	"10/22669"	0.00966451995579609	0.0606060309419121	0.0324478750051979	"66197"	1
"CMP"	"CMP"	"GO:0008201"	"heparin binding"	"2/22"	"156/22669"	0.00993103325081018	0.0606060309419121	0.0324478750051979	"73106/50701"	2
"CMP"	"CMP"	"GO:0003735"	"structural constituent of ribosome"	"2/22"	"158/22669"	0.010176234568987	0.0606060309419121	0.0324478750051979	"54127/57808"	2
"CMP"	"CMP"	"GO:0042610"	"CD8 receptor binding"	"1/22"	"11/22669"	0.0106260531461829	0.0606060309419121	0.0324478750051979	"14972"	1
"CMP"	"CMP"	"GO:0050542"	"icosanoid binding"	"1/22"	"11/22669"	0.0106260531461829	0.0606060309419121	0.0324478750051979	"20201"	1
