"target_id","pval","qval","ext_gene","num_aggregated_transcripts"
"ENSMUSG00000052419",9.65074576205591e-08,4.68698020702893e-07,"2610001J05Rik",2
"ENSMUSG00000032235",9.75656459310819e-08,4.73686935589281e-07,"Narg2",7
"ENSMUSG00000024220",9.7934530939843e-08,4.7532714002128e-07,"Zfp523",7
"ENSMUSG00000038976",9.82341847815327e-08,4.76630396398004e-07,"Ppp1r9b",3
"ENSMUSG00000026003",9.83405513346813e-08,4.76995297791921e-07,"Acadl",2
"ENSMUSG00000030400",9.84985848893618e-08,4.77610496511356e-07,"Ercc2",7
"ENSMUSG00000049751",9.86633608396993e-08,4.78257988516186e-07,"Rpl36al",3
"ENSMUSG00000005621",9.91155695626887e-08,4.80263314494858e-07,"Zfp592",5
"ENSMUSG00000026942",9.91398010062549e-08,4.80263314494858e-07,"Traf2",3
"ENSMUSG00000024150",9.94971592029488e-08,4.81610985999825e-07,"Mcfd2",7
"ENSMUSG00000018334",9.95062928724732e-08,4.81610985999825e-07,"Ksr1",4
"ENSMUSG00000049957",9.95123823306405e-08,4.81610985999825e-07,"Ccdc137",5
"ENSMUSG00000036632",9.96786871383884e-08,4.82263382653113e-07,"Alg5",4
"ENSMUSG00000015214",1.00263607194842e-07,4.847569034021e-07,"Mtmr1",6
"ENSMUSG00000039156",1.00263819933088e-07,4.847569034021e-07,"Stim2",4
"ENSMUSG00000017386",1.00289071928041e-07,4.847569034021e-07,"Traf4",3
"ENSMUSG00000057541",1.0163504644864e-07,4.91107730756243e-07,"Pus7",5
"ENSMUSG00000036594",1.01771687997488e-07,4.91612811570069e-07,"H2-Aa",1
"ENSMUSG00000025289",1.02027603343063e-07,4.92538327257008e-07,"Prdx4",2
"ENSMUSG00000026339",1.02027634944602e-07,4.92538327257008e-07,"Ccdc93",6
"ENSMUSG00000028551",1.02687076594943e-07,4.95565500792996e-07,"Cdkn2c",2
"ENSMUSG00000093445",1.02924962652551e-07,4.96556989689646e-07,"Lrch4",8
"ENSMUSG00000028381",1.02996546215102e-07,4.96745787479765e-07,"Ugcg",4
"ENSMUSG00000006526",1.0319182562817e-07,4.9753085565859e-07,"Tmem110",4
"ENSMUSG00000034371",1.03266138676314e-07,4.97593976660776e-07,"Dak",2
"ENSMUSG00000063015",1.03269928393734e-07,4.97593976660776e-07,"Ccni",4
"ENSMUSG00000047767",1.03762065799669e-07,4.99765507433963e-07,"Atg16l2",9
"ENSMUSG00000024781",1.03785899407667e-07,4.99765507433963e-07,"Lipa",1
"ENSMUSG00000029708",1.048353860018e-07,5.04660405319359e-07,"Gcc1",3
"ENSMUSG00000001576",1.04943917207763e-07,5.05024044205105e-07,"Ergic1",4
"ENSMUSG00000005299",1.05018795371515e-07,5.05207280339902e-07,"Letm1",4
"ENSMUSG00000078762",1.05096491074236e-07,5.05207280339902e-07,"Haus5",7
"ENSMUSG00000071074",1.05103474579571e-07,5.05207280339902e-07,"Yipf3",5
"ENSMUSG00000031712",1.05115523566113e-07,5.05207280339902e-07,"Il15",2
"ENSMUSG00000024561",1.05147007784356e-07,5.05207280339902e-07,"Mbd1",3
"ENSMUSG00000032058",1.05273312163903e-07,5.05655432257617e-07,"Ppp2r1b",9
"ENSMUSG00000068290",1.05500063738791e-07,5.06512565133787e-07,"Ddrgk1",5
"ENSMUSG00000029178",1.05548768812823e-07,5.06512565133787e-07,"Klf3",3
"ENSMUSG00000026812",1.05551024482413e-07,5.06512565133787e-07,"Tsc1",9
"ENSMUSG00000026585",1.05828087469845e-07,5.07682971792036e-07,"Kifap3",2
"ENSMUSG00000019863",1.05891149518453e-07,5.07783465655829e-07,"Qrsl1",3
"ENSMUSG00000006019",1.05915377961789e-07,5.07783465655829e-07,"Dhx34",5
"ENSMUSG00000031667",1.05985298816423e-07,5.07804841560709e-07,"Aktip",4
"ENSMUSG00000025316",1.05986181655766e-07,5.07804841560709e-07,"Banp",10
"ENSMUSG00000031916",1.06051110457483e-07,5.07956945833277e-07,"Cog8",4
"ENSMUSG00000000958",1.06236628292238e-07,5.08686364059298e-07,"Slc7a7",2
"ENSMUSG00000021972",1.0631736750575e-07,5.08913777916827e-07,"Hmbox1",7
"ENSMUSG00000053411",1.06487210239785e-07,5.09567431807012e-07,"Cbx7",4
"ENSMUSG00000043157",1.06575058477337e-07,5.09828435990962e-07,"Arl11",1
"ENSMUSG00000002728",1.06708282941477e-07,5.10306277809474e-07,"Naa20",6
"ENSMUSG00000018160",1.07590763735371e-07,5.14317703679288e-07,"Med1",5
"ENSMUSG00000034595",1.07614293499135e-07,5.14317703679288e-07,"Ppp1r18",4
"ENSMUSG00000045999",1.07765540176567e-07,5.14879803065821e-07,"AY036118",1
"ENSMUSG00000044465",1.08311141056644e-07,5.17325100560097e-07,"Fam160a2",7
"ENSMUSG00000018574",1.08685572156908e-07,5.1895157160884e-07,"Acadvl",7
"ENSMUSG00000046027",1.09387186947642e-07,5.22018160881397e-07,"Stard5",5
"ENSMUSG00000032553",1.09411302412462e-07,5.22018160881397e-07,"Srprb",2
"ENSMUSG00000021725",1.09430120085472e-07,5.22018160881397e-07,"Parp8",2
"ENSMUSG00000014470",1.09988671926109e-07,5.24519186867565e-07,"Rnf166",3
"ENSMUSG00000000326",1.10738024160987e-07,5.27928269653191e-07,"Comt",3
"ENSMUSG00000001998",1.10893674535471e-07,5.28505719112386e-07,"Ap4e1",6
"ENSMUSG00000092558",1.12230657339397e-07,5.34711143028785e-07,"Med20",5
"ENSMUSG00000001768",1.12280746729274e-07,5.3478334503165e-07,"Rin2",3
"ENSMUSG00000040652",1.12323480623292e-07,5.34820479434323e-07,"Oaz2",4
"ENSMUSG00000022472",1.12569605725203e-07,5.35825722774068e-07,"Pppde2",5
"ENSMUSG00000036067",1.1355516117064e-07,5.40348898725569e-07,"Slc2a6",3
"ENSMUSG00000025163",1.13619436113759e-07,5.4048673959895e-07,"Cd7",2
"ENSMUSG00000053347",1.13699714940737e-07,5.4070060152619e-07,"Zfp943",4
"ENSMUSG00000036918",1.13901099800063e-07,5.41490073210985e-07,"Ttc7",7
"ENSMUSG00000025154",1.13952446445963e-07,5.41565988883823e-07,"Arhgap19",3
"ENSMUSG00000061244",1.14398819079873e-07,5.43406766756058e-07,"Exoc5",6
"ENSMUSG00000035722",1.14410766217323e-07,5.43406766756058e-07,"Abca7",2
"ENSMUSG00000028945",1.1527008673797e-07,5.47318389511429e-07,"Rheb",3
"ENSMUSG00000055228",1.1532337575517e-07,5.47401623584543e-07,"Zfp935",3
"ENSMUSG00000028977",1.15907936047599e-07,5.50005792007637e-07,"Casz1",6
"ENSMUSG00000015750",1.16048741096278e-07,5.50503293678903e-07,"Aph1a",2
"ENSMUSG00000013997",1.16693357394986e-07,5.53389688662468e-07,"Nit1",6
"ENSMUSG00000024780",1.17298969987697e-07,5.56089387603491e-07,"Cdc37l1",3
"ENSMUSG00000005078",1.17750027862161e-07,5.58054930809275e-07,"Jkamp",4
"ENSMUSG00000017561",1.17856378925363e-07,5.58386087461919e-07,"Crlf3",4
"ENSMUSG00000029404",1.18258648586558e-07,5.6011862393658e-07,"Arl6ip4",4
"ENSMUSG00000009566",1.1835358019867e-07,5.60394867207313e-07,"Fpgs",7
"ENSMUSG00000005732",1.18402332452114e-07,5.60452351631713e-07,"Ranbp1",4
"ENSMUSG00000022962",1.1870523941921e-07,5.61712459050777e-07,"Gart",3
"ENSMUSG00000021710",1.18772465370999e-07,5.61856891192599e-07,"Nln",2
"ENSMUSG00000031833",1.19471777263683e-07,5.64990412836719e-07,"Mast3",3
"ENSMUSG00000075528",1.19534782820868e-07,5.65113791050601e-07,"Aarsd1",9
"ENSMUSG00000037787",1.20240741105149e-07,5.68275784142519e-07,"2810002N01Rik",3
"ENSMUSG00000074874",1.20602759728712e-07,5.69810816644172e-07,"Ctla2b",2
"ENSMUSG00000033396",1.22090503041665e-07,5.76661962530641e-07,"Spg11",2
"ENSMUSG00000025453",1.22232983380268e-07,5.76990612973162e-07,"Nnt",7
"ENSMUSG00000069729",1.22235468896784e-07,5.76990612973162e-07,"Arid1b",5
"ENSMUSG00000025903",1.22663280793256e-07,5.78831535876438e-07,"Lypla1",7
"ENSMUSG00000001052",1.23501336745462e-07,5.82606614144694e-07,"Sec24b",7
"ENSMUSG00000072620",1.23581233786277e-07,5.8280392076412e-07,"Slfn2",1
"ENSMUSG00000041408",1.23844444149859e-07,5.83865337556527e-07,"Wapal",4
"ENSMUSG00000028718",1.24121415541684e-07,5.84990957238945e-07,"Stil",4
"ENSMUSG00000029657",1.2558011895509e-07,5.91683736831185e-07,"Hsph1",5
"ENSMUSG00000002699",1.25973044424456e-07,5.93352419707561e-07,"Lcp2",4
"ENSMUSG00000085148",1.2629859771205e-07,5.94702840287931e-07,"2210403K04Rik",2
"ENSMUSG00000037062",1.26341038803434e-07,5.94719748463397e-07,"Sh3glb1",3
"ENSMUSG00000001281",1.27371421353922e-07,5.99385711062355e-07,"Itgb7",2
"ENSMUSG00000052707",1.28589215948244e-07,6.04930460275267e-07,"Tnrc6a",5
"ENSMUSG00000015087",1.28637162319031e-07,6.04970101622037e-07,"B230208H17Rik",7
"ENSMUSG00000031731",1.28938549209104e-07,6.06201262682114e-07,"Ap1g1",5
"ENSMUSG00000022837",1.29154854870717e-07,6.07031783346927e-07,"Iqcb1",4
"ENSMUSG00000022201",1.29393077237728e-07,6.07902955178365e-07,"Zfr",9
"ENSMUSG00000015942",1.29419632278958e-07,6.07902955178365e-07,"Gtf2ird2",4
"ENSMUSG00000026727",1.2967000910031e-07,6.08892177701702e-07,"Rsu1",6
"ENSMUSG00000054263",1.31047323114522e-07,6.15170935981938e-07,"Lifr",3
"ENSMUSG00000069094",1.31162083630619e-07,6.15520900127996e-07,"Pde7a",7
"ENSMUSG00000063334",1.31356847668213e-07,6.16245977353663e-07,"Krr1",4
"ENSMUSG00000025825",1.3149859965867e-07,6.16721986389376e-07,"Iscu",7
"ENSMUSG00000025059",1.31878974615228e-07,6.18316491090325e-07,"Gyk",7
"ENSMUSG00000019927",1.32202770702773e-07,6.19644829736085e-07,"Ube2d1",3
"ENSMUSG00000059866",1.32261780842802e-07,6.19731662424734e-07,"Tnip2",5
"ENSMUSG00000057335",1.32403484308465e-07,6.20205794918601e-07,"Cep170",3
"ENSMUSG00000064368",1.3283764655124e-07,6.22049156747136e-07,"mt-Nd6",1
"ENSMUSG00000036748",1.3351054605647e-07,6.25009002762213e-07,"Cuedc2",3
"ENSMUSG00000017221",1.33979037004649e-07,6.26953992374236e-07,"Psmd3",5
"ENSMUSG00000042298",1.34007934612523e-07,6.26953992374236e-07,"Ttc19",4
"ENSMUSG00000038034",1.34211318206836e-07,6.27713675255194e-07,"Igsf8",5
"ENSMUSG00000025354",1.35065111894697e-07,6.3151396850459e-07,"Dnajc14",2
"ENSMUSG00000027374",1.35300152474587e-07,6.32419766131596e-07,"Mrps5",6
"ENSMUSG00000059923",1.35526904624722e-07,6.33286280828828e-07,"Grb2",4
"ENSMUSG00000024983",1.35929675266593e-07,6.3497450991181e-07,"Vti1a",4
"ENSMUSG00000042790",1.37184964402839e-07,6.40642902708558e-07,"Rnf214",9
"ENSMUSG00000030881",1.37939569813095e-07,6.43970397895353e-07,"Arfip2",7
"ENSMUSG00000002105",1.38072824185869e-07,6.44395973365026e-07,"Slc39a13",9
"ENSMUSG00000001143",1.39414123616847e-07,6.50457605707617e-07,"Lman2l",6
"ENSMUSG00000057229",1.39858989254054e-07,6.52334371572535e-07,"Atp5sl",5
"ENSMUSG00000020492",1.41239804955565e-07,6.58574149942063e-07,"Fam33a",3
"ENSMUSG00000004530",1.41355532958755e-07,6.58913062890566e-07,"Coro1c",6
"ENSMUSG00000021115",1.41548582933599e-07,6.59612087533496e-07,"Vrk1",3
"ENSMUSG00000002010",1.41930948072037e-07,6.61045978044067e-07,"Idh3g",7
"ENSMUSG00000038642",1.41942652850199e-07,6.61045978044067e-07,"Ctss",2
"ENSMUSG00000038007",1.42251081424976e-07,6.62280886390978e-07,"Acer2",3
"ENSMUSG00000028457",1.43178496773587e-07,6.66395995320788e-07,"Atp8b5",1
"ENSMUSG00000018765",1.44215029500714e-07,6.71016313555296e-07,"Fxr2",6
"ENSMUSG00000062866",1.44404361239945e-07,6.71693090811631e-07,"Phactr2",5
"ENSMUSG00000041406",1.446197709744e-07,6.72490721165283e-07,"BC055324",4
"ENSMUSG00000039108",1.45005257336253e-07,6.74078493563122e-07,"Lsm14b",4
"ENSMUSG00000025731",1.4559544198643e-07,6.76520413291483e-07,"0610011F06Rik",4
"ENSMUSG00000002658",1.45618941847102e-07,6.76520413291483e-07,"Gtf2f1",2
"ENSMUSG00000060090",1.46021061677719e-07,6.78182770680377e-07,"Rp2h",7
"ENSMUSG00000030154",1.46114798883321e-07,6.78412296422769e-07,"Klrb1f",2
"ENSMUSG00000058454",1.46489699646178e-07,6.79946732014463e-07,"Dhcr7",8
"ENSMUSG00000059751",1.46854306348915e-07,6.81432470927308e-07,"Gm9000",1
"ENSMUSG00000040212",1.469421540906e-07,6.81633483278457e-07,"Emp3",2
"ENSMUSG00000069830",1.4721000979352e-07,6.82669139630175e-07,"Nlrp1a",2
"ENSMUSG00000022180",1.47607902146975e-07,6.84307015767985e-07,"Slc7a8",1
"ENSMUSG00000004897",1.47723925225752e-07,6.84637555966035e-07,"Hdgf",5
"ENSMUSG00000000605",1.4781498050141e-07,6.84852215955081e-07,"Clcn4-2",3
"ENSMUSG00000001674",1.48179260179265e-07,6.86185232054522e-07,"Ddx18",3
"ENSMUSG00000017999",1.48192342381255e-07,6.86185232054522e-07,"Ddx27",5
"ENSMUSG00000016552",1.49082473802467e-07,6.90098127900868e-07,"Foxred2",4
"ENSMUSG00000030754",1.49418931439323e-07,6.91446494097084e-07,"Copb1",2
"ENSMUSG00000034083",1.49893472698359e-07,6.93432843779535e-07,"C130022K22Rik",6
"ENSMUSG00000058546",1.50356626130073e-07,6.95365327129657e-07,"Rpl23a",3
"ENSMUSG00000020152",1.50515606598068e-07,6.95794111713162e-07,"Actr2",2
"ENSMUSG00000004846",1.50540246798667e-07,6.95794111713162e-07,"Plod3",5
"ENSMUSG00000073616",1.50674191407533e-07,6.96202994888777e-07,"Myeov2",5
"ENSMUSG00000075269",1.50760344608658e-07,6.96390873647957e-07,"Bex6",1
"ENSMUSG00000042408",1.50949326782922e-07,6.97053482471484e-07,"Zmym6",5
"ENSMUSG00000029185",1.51035537044095e-07,6.97241254846502e-07,"Fam114a1",2
"ENSMUSG00000090723",1.51184069095338e-07,6.97716529909987e-07,"Gm9625",1
"ENSMUSG00000000902",1.51266140307832e-07,6.97884893258676e-07,"Smarcb1",5
"ENSMUSG00000044221",1.52276721495139e-07,7.02335659128531e-07,"Grsf1",4
"ENSMUSG00000003382",1.52588619936734e-07,7.03562227105882e-07,"Etv3",5
"ENSMUSG00000020706",1.52759677201249e-07,7.04138855343786e-07,"Ftsj3",6
"ENSMUSG00000090214",1.52916322348768e-07,7.04648724417504e-07,"Gm15657",3
"ENSMUSG00000038803",1.53018599529227e-07,7.04907830753358e-07,"Ost4",2
"ENSMUSG00000042195",1.53190515616105e-07,7.05487488884275e-07,"Slc35f2",1
"ENSMUSG00000029407",1.55347426223507e-07,7.15205534023895e-07,"Uso1",2
"ENSMUSG00000040447",1.55585158685312e-07,7.15963431019563e-07,"Spns2",6
"ENSMUSG00000061313",1.5560558760139e-07,7.15963431019563e-07,"Ddhd2",3
"ENSMUSG00000070407",1.56420540912651e-07,7.19496887106628e-07,"Hs3st3b1",1
"ENSMUSG00000030335",1.56576862609788e-07,7.1999958330749e-07,"Mrpl51",3
"ENSMUSG00000003316",1.57275400161825e-07,7.22994542245412e-07,"Glg1",2
"ENSMUSG00000037197",1.57353777303296e-07,7.23137683265942e-07,"Rbm17",5
"ENSMUSG00000045752",1.57880655955109e-07,7.2534126091261e-07,"Tssc4",5
"ENSMUSG00000033099",1.5840449225621e-07,7.27529543191739e-07,"Nol12",5
"ENSMUSG00000056055",1.58999910321883e-07,7.30045179126392e-07,"Sag",4
"ENSMUSG00000000386",1.60512957834526e-07,7.36771321898327e-07,"Mx1",1
"ENSMUSG00000011382",1.60564751738293e-07,7.36788135374637e-07,"Dhdh",2
"ENSMUSG00000021140",1.61057395019703e-07,7.38827270890502e-07,"Pcnx",3
"ENSMUSG00000071369",1.6168561878936e-07,7.41486953992668e-07,"Map3k5",4
"ENSMUSG00000021072",1.61773542794569e-07,7.41667982359765e-07,"Tmx1",3
"ENSMUSG00000021575",1.6244698800827e-07,7.4453248276365e-07,"Ahrr",3
"ENSMUSG00000006720",1.62639081467339e-07,7.45189781233769e-07,"Zfp184",6
"ENSMUSG00000030403",1.63110429308246e-07,7.4712580845321e-07,"Vasp",2
"ENSMUSG00000053931",1.63159952245807e-07,7.47129090331681e-07,"Cnn3",1
"ENSMUSG00000009563",1.63980210635017e-07,7.50660605383026e-07,"Tor2a",5
"ENSMUSG00000002871",1.64371881284415e-07,7.52228627414595e-07,"Tpra1",10
"ENSMUSG00000041268",1.64710037538371e-07,7.53550883035677e-07,"Dmxl2",4
"ENSMUSG00000017843",1.66020281749616e-07,7.59318336726359e-07,"Ppp2r5c",3
"ENSMUSG00000078771",1.66280371308014e-07,7.6028074193043e-07,"Evi2a",4
"ENSMUSG00000019868",1.66522088696708e-07,7.61158594735503e-07,"Vta1",5
"ENSMUSG00000045751",1.67829193557313e-07,7.66904267156821e-07,"Mms22l",7
"ENSMUSG00000089824",1.68011861112416e-07,7.6736804210361e-07,"Rbm12",5
"ENSMUSG00000021733",1.68052772572822e-07,7.6736804210361e-07,"Slc4a7",3
"ENSMUSG00000014303",1.68081071673204e-07,7.6736804210361e-07,"Glis2",4
"ENSMUSG00000004849",1.68135920692159e-07,7.67389586748828e-07,"Ap1s1",5
"ENSMUSG00000004637",1.68545341057423e-07,7.69028936186894e-07,"Wwox",6
"ENSMUSG00000021636",1.70327409742669e-07,7.7676437799878e-07,"Marveld2",2
"ENSMUSG00000035173",1.70342175133388e-07,7.7676437799878e-07,"A630007B06Rik",5
"ENSMUSG00000078781",1.70589837023241e-07,7.77574480642072e-07,"Sirpb1b",1
"ENSMUSG00000025899",1.70621418897094e-07,7.77574480642072e-07,"Alkbh8",5
"ENSMUSG00000004798",1.70924966858462e-07,7.78726009723018e-07,"Ulk2",3
"ENSMUSG00000034813",1.71001359192392e-07,7.78842251269605e-07,"Grip1",3
"ENSMUSG00000038844",1.71412882104035e-07,7.80484354327355e-07,"Kif16b",2
"ENSMUSG00000038533",1.72090168499221e-07,7.83335206478168e-07,"Cbfa2t2",6
"ENSMUSG00000027360",1.72313437648569e-07,7.84118342308056e-07,"Hdc",2
"ENSMUSG00000029911",1.72979645345933e-07,7.86916021086345e-07,"Ssbp1",6
"ENSMUSG00000064317",1.73054678089908e-07,7.8702347361863e-07,"Gm10146",1
"ENSMUSG00000021917",1.731983628671e-07,7.87442987457551e-07,"Spcs1",3
"ENSMUSG00000032892",1.73791665659398e-07,7.89905824796336e-07,"Rangrf",1
"ENSMUSG00000030602",1.74280593226874e-07,7.91892941857223e-07,"Pak4",3
"ENSMUSG00000022744",1.74652092277344e-07,7.93345468421836e-07,"Cldn25",5
"ENSMUSG00000032411",1.74880033656198e-07,7.94145225514411e-07,"Tfdp2",6
"ENSMUSG00000028599",1.75082843965217e-07,7.94830419756684e-07,"Tnfrsf1b",1
"ENSMUSG00000030287",1.7531640457855e-07,7.95654764686762e-07,"Itpr2",3
"ENSMUSG00000023008",1.76337560230101e-07,8.00042118341796e-07,"Fmnl3",5
"ENSMUSG00000002227",1.76387650209274e-07,8.00042118341796e-07,"Mov10",5
"ENSMUSG00000046707",1.76532603202521e-07,8.00462408123278e-07,"Csnk2a2",2
"ENSMUSG00000030094",1.76750898902171e-07,8.01214912761157e-07,"Xpc",2
"ENSMUSG00000008318",1.76937238595638e-07,8.01822157614575e-07,"Relt",4
"ENSMUSG00000029910",1.77616862018144e-07,8.04663783300901e-07,"Mad2l1",3
"ENSMUSG00000036639",1.79214465895152e-07,8.11661255598518e-07,"Nudt1",6
"ENSMUSG00000037750",1.79457211708161e-07,8.12520259339996e-07,"BC017647",3
"ENSMUSG00000025102",1.79710522262077e-07,8.13426574449401e-07,"3110040N11Rik",5
"ENSMUSG00000055053",1.79944664909278e-07,8.14245619400304e-07,"Nfic",5
"ENSMUSG00000022558",1.80225674679051e-07,8.1527619030346e-07,"Heatr7a",10
"ENSMUSG00000045896",1.81250239591242e-07,8.19668734907751e-07,"Paip2b",3
"ENSMUSG00000024300",1.81425109744467e-07,8.20217241573627e-07,"Myo1f",4
"ENSMUSG00000000579",1.81545066821561e-07,8.2051723735e-07,"Dynlt1c",4
"ENSMUSG00000039081",1.8191223536549e-07,8.21934031574653e-07,"Zfp503",2
"ENSMUSG00000020954",1.82181578340845e-07,8.22908114854427e-07,"Strn3",4
"ENSMUSG00000020358",1.83458127917477e-07,8.28429800047416e-07,"Hnrnpab",4
"ENSMUSG00000068686",1.83520535151046e-07,8.28467222675379e-07,"Cd59b",2
"ENSMUSG00000021493",1.83601691693919e-07,8.28589238340362e-07,"Pdlim7",7
"ENSMUSG00000040734",1.83663185528969e-07,8.28622470992473e-07,"Ppp1r13l",3
"ENSMUSG00000028411",1.84073564283481e-07,8.30229264010469e-07,"Aptx",4
"ENSMUSG00000042520",1.84269463431948e-07,8.30868025395071e-07,"Ubap2l",5
"ENSMUSG00000055917",1.85394847952141e-07,8.3569621096919e-07,"Zfp277",3
"ENSMUSG00000037788",1.8603451793883e-07,8.38332764382574e-07,"Vopp1",4
"ENSMUSG00000026622",1.86103103562211e-07,8.38395029231997e-07,"Nek2",4
"ENSMUSG00000019820",1.86587827969774e-07,8.40331412345188e-07,"Utrn",4
"ENSMUSG00000028958",1.86863360728581e-07,8.41324801774446e-07,"Tmub1",4
"ENSMUSG00000047446",1.8732630772326e-07,8.42960774797211e-07,"Arl4a",3
"ENSMUSG00000066151",1.87336853662145e-07,8.42960774797211e-07,"Fkbp15",6
"ENSMUSG00000012519",1.87703024615509e-07,8.4436024120312e-07,"Mlkl",4
"ENSMUSG00000020546",1.88993432165937e-07,8.49915234898989e-07,"Stxbp4",5
"ENSMUSG00000034621",1.89212284672815e-07,8.50649531210412e-07,"Gpatch8",3
"ENSMUSG00000014245",1.89366610798519e-07,8.51093387581834e-07,"Pigl",3
"ENSMUSG00000034833",1.89792492925658e-07,8.52757112329315e-07,"Tespa1",2
"ENSMUSG00000042599",1.90814090851102e-07,8.57095687426254e-07,"Jhdm1d",2
"ENSMUSG00000032534",1.92367214871329e-07,8.63818517233882e-07,"Cep63",5
"ENSMUSG00000034007",1.92527923339925e-07,8.64286642371721e-07,"Scaper",4
"ENSMUSG00000041328",1.92825315516851e-07,8.65367906752259e-07,"Pcf11",3
"ENSMUSG00000013698",1.93281119024678e-07,8.6702688271913e-07,"Pea15a",5
"ENSMUSG00000026110",1.93308253901254e-07,8.6702688271913e-07,"Mgat4a",4
"ENSMUSG00000025607",1.93469599168624e-07,8.67496374948243e-07,"Copg2",5
"ENSMUSG00000046718",1.94375852616701e-07,8.71304700397206e-07,"Bst2",1
"ENSMUSG00000046671",1.94690340356473e-07,8.72458937405412e-07,"Fam54b",7
"ENSMUSG00000005625",1.95387312574728e-07,8.75209440012284e-07,"Psmd4",7
"ENSMUSG00000041117",1.95418465244446e-07,8.75209440012284e-07,"Ccdc8",1
"ENSMUSG00000030224",1.96682289605409e-07,8.80612017923251e-07,"Strap",3
"ENSMUSG00000046982",1.97760682217698e-07,8.85181439587286e-07,"Tshz1",2
"ENSMUSG00000011148",1.9782043818332e-07,8.85190081178096e-07,"Adssl1",1
"ENSMUSG00000034165",1.99546879910956e-07,8.92654482079755e-07,"Ccnd3",2
"ENSMUSG00000000976",1.99991641598153e-07,8.94382719715025e-07,"Heatr6",4
"ENSMUSG00000042700",2.00185405542207e-07,8.94987788563115e-07,"Sipa1l1",5
"ENSMUSG00000038312",2.00404240849041e-07,8.95704560267774e-07,"Edem2",4
"ENSMUSG00000075486",2.01804418381702e-07,9.01699368530969e-07,"Commd6",3
"ENSMUSG00000027804",2.01927541231573e-07,9.01986227362974e-07,"Ppid",5
"ENSMUSG00000024480",2.02266380844192e-07,9.03236218775641e-07,"Ap3s1",1
"ENSMUSG00000027286",2.0235449513095e-07,9.03366174238726e-07,"Lrrc57",4
"ENSMUSG00000021703",2.02513635628415e-07,9.03813042040754e-07,"Serinc5",1
"ENSMUSG00000047459",2.03270784522629e-07,9.06927767260976e-07,"Dynlrb1",4
"ENSMUSG00000013858",2.03520328062057e-07,9.07776568174231e-07,"ORF61",4
"ENSMUSG00000047648",2.03753641435964e-07,9.08552503088183e-07,"Fbxo30",2
"ENSMUSG00000061374",2.04887283523318e-07,9.1334144908997e-07,"Fiz1",3
"ENSMUSG00000026626",2.04984167448909e-07,9.13507317411326e-07,"Ppp2r5a",2
"ENSMUSG00000046691",2.0553576299007e-07,9.15698911481951e-07,"Chtf8",6
"ENSMUSG00000063268",2.05688835647187e-07,9.16114255480692e-07,"Parp10",6
"ENSMUSG00000030850",2.05800266763763e-07,9.16343945206424e-07,"Ate1",3
"ENSMUSG00000041515",2.06217080138408e-07,9.17932847559972e-07,"Irf8",4
"ENSMUSG00000002129",2.06282004463447e-07,9.17954919862338e-07,"Sf3a1",3
"ENSMUSG00000035513",2.06410401998876e-07,9.18259353036559e-07,"Ntng2",7
"ENSMUSG00000028104",2.06524748195396e-07,9.18501117192075e-07,"Polr3gl",4
"ENSMUSG00000071711",2.07739454497497e-07,9.23635076807344e-07,"Mpst",4
"ENSMUSG00000020196",2.07943440705909e-07,9.24273574426846e-07,"Cabin1",3
"ENSMUSG00000034327",2.08317255551303e-07,9.25666341938853e-07,"Kctd9",6
"ENSMUSG00000018363",2.09059903829441e-07,9.28696752124516e-07,"Smurf2",6
"ENSMUSG00000058135",2.09326296765753e-07,9.29610371595632e-07,"Gstm1",3
"ENSMUSG00000025795",2.09672244350143e-07,9.3087665792111e-07,"Rassf3",1
"ENSMUSG00000036733",2.09869911196698e-07,9.31484082516397e-07,"Rbm42",2
"ENSMUSG00000038507",2.11152517166609e-07,9.36905139938102e-07,"Parp12",2
"ENSMUSG00000038256",2.11373343777842e-07,9.37613198073372e-07,"Bcl9",3
"ENSMUSG00000020682",2.12141062578012e-07,9.40746056183141e-07,"Mmp28",4
"ENSMUSG00000011254",2.12283630497748e-07,9.41105651798298e-07,"Thg1l",5
"ENSMUSG00000025437",2.12713387874696e-07,9.42737852225201e-07,"Usp33",5
"ENSMUSG00000035297",2.13818507155023e-07,9.47361420413631e-07,"Cops4",5
"ENSMUSG00000064109",2.13998902865494e-07,9.47886344058153e-07,"Hcst",2
"ENSMUSG00000039917",2.14616431544533e-07,9.50346639885365e-07,"Rhbdd2",5
"ENSMUSG00000045410",2.14737055631862e-07,9.50605797458804e-07,"Akr1e1",4
"ENSMUSG00000036769",2.15163548862428e-07,9.5221844636775e-07,"Wdr44",3
"ENSMUSG00000049128",2.15491926968707e-07,9.53396074577157e-07,"Ivl",1
"ENSMUSG00000035284",2.15597061603592e-07,9.53585616592832e-07,"Vps13c",3
"ENSMUSG00000028329",2.16086398487633e-07,9.55473884473914e-07,"Xpa",6
"ENSMUSG00000033752",2.16317861946916e-07,9.56221146602191e-07,"Mnd1",1
"ENSMUSG00000079184",2.1698504195135e-07,9.58893482156833e-07,"Mphosph8",4
"ENSMUSG00000016541",2.18681556389449e-07,9.66111764851278e-07,"Atxn10",2
"ENSMUSG00000032803",2.19406035046096e-07,9.690327710576e-07,"Cdv3",3
"ENSMUSG00000035133",2.19626004106224e-07,9.69724508467863e-07,"Arhgap5",1
