Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
mitochondrial membrane%GOcc%GO:0031966,-0.5892880513230545,-2.1829503909114787,0.0,0.0,650,16,Tspo;Acaa2;Letm2;Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ldhb;Slc25a4;Ndufa4;Cox6c;Uqcrq;Atp5e,Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ldhb;Slc25a4;Ndufa4;Cox6c;Uqcrq;Atp5e
nuclear lumen%GOcc%GO:0031981,0.40247681244624883,2.3114034451482723,0.0,0.0,4068,33,Trim12a;Jun;Mllt10;Ogt;Gadd45a;Raf1;Ash1l;Smc4;Ttc3;Abcb4;Ddx6;Rpl5;Akirin1;Zfp217;Ppp4r2;Top2b;Acss2;Runx3;Myb;Zbtb1;Trim34a;Mdn1;Arid4a;Oat;Jak2;Tgoln1;Patz1;Ehmt2;Rps7;Ccdc86;Rps25;Rbm3;Txn1,Trim12a;Jun;Mllt10;Ogt;Gadd45a;Raf1;Ash1l;Smc4;Ttc3;Abcb4;Ddx6;Rpl5;Akirin1;Zfp217;Ppp4r2;Top2b;Acss2;Runx3;Myb;Zbtb1;Trim34a;Mdn1;Arid4a;Oat;Jak2;Tgoln1;Patz1;Ehmt2
cellular nitrogen compound biosynthetic process%GObp%GO:0044271,-0.3989975763014145,-2.0606346888321756,0.0,0.0,1161,19,Jun;Rpl13a;Rpl5;Acss2;Zbtb1;Gclm;S100a10;Rps7;Rpl39;Rps28;Atp5j2;Rpl35a;Atp5l;Rpl41;Rpl22l1;Rbm3;Elane;Atp5e;Alad,S100a10;Rps7;Rpl39;Rps28;Atp5j2;Rpl35a;Atp5l;Rpl41;Rpl22l1;Rbm3;Elane;Atp5e;Alad
cellular response to organic substance%GObp%GO:0071310,0.33920904208101904,2.111676478314493,0.0,0.0,2227,19,Ifngr1;Jun;Rpl13a;Itga4;Vim;Ogt;H2-Q7;Msn;Raf1;Aqp1;Abcb4;Myb;Gclm;Jak2;Ehmt2;Pabpn1;Hells;Ctsg;Alad,Ifngr1;Jun;Rpl13a;Itga4;Vim;Ogt;H2-Q7;Msn;Raf1;Aqp1
extracellular region%GOcc%GO:0005576,-0.5250157454603323,-2.4933405201950527,0.0,0.0,2764,17,H2-Q6;Itga4;H2-Q7;Aqp1;Npc2;H2-Q4;Spn;S100a10;Rpl39;Adgrg1;Txn1;Elane;Dbi;Prtn3;Ctsg;Alad;Lgals1,Txn1;Elane;Dbi;Prtn3;Ctsg;Alad;Lgals1
cell communication%GObp%GO:0007154,0.45803003205761506,1.925610262017068,0.0,0.0,5573,21,Ifngr1;Jun;Gnb4;Itga4;Ptpre;Vim;Ogt;Ccdc88a;Rsu1;Gadd45a;Raf1;Aqp1;Samd14;Ndrg1;Jak2;Ehmt2;Macf1;Tspan32;Spn;Pabpn1;Adgrg1,Ifngr1;Jun;Gnb4;Itga4;Ptpre;Vim;Ogt;Ccdc88a;Rsu1;Gadd45a;Raf1;Aqp1
mitochondrial envelope%GOcc%GO:0005740,-0.5892880513230545,-2.6518758290688895,0.0,0.0,702,16,Tspo;Acaa2;Letm2;Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ldhb;Slc25a4;Ndufa4;Cox6c;Uqcrq;Atp5e,Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ldhb;Slc25a4;Ndufa4;Cox6c;Uqcrq;Atp5e
mitochondrial inner membrane%GOcc%GO:0005743,-0.6448395019812031,-2.3794151081541264,0.0,0.0,461,15,Acaa2;Letm2;Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ldhb;Slc25a4;Ndufa4;Cox6c;Uqcrq;Atp5e,Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ldhb;Slc25a4;Ndufa4;Cox6c;Uqcrq;Atp5e
ion binding%GOmf%GO:0043167,0.2854099269540932,2.0309317734271466,0.0,0.0,5317,36,Trim12a;Car1;Ube2b;Mllt10;Itga4;Ogt;Scin;Raf1;Ash1l;Smap2;Smc4;Ttc3;Abcb4;Ddx6;Top2b;Acss2;Runx3;Zbtb1;Trim34a;Krit1;Oat;Jak2;Dhx40;Patz1;Ehmt2;Macf1;Atp8a1;Cdk19;Kdm5a;Trib2;Galnt6;S100a10;Hells;Myl10;Rfc2;Alad,Trim12a;Car1;Ube2b;Mllt10;Itga4;Ogt;Scin;Raf1;Ash1l;Smap2;Smc4;Ttc3;Abcb4;Ddx6;Top2b;Acss2;Runx3;Zbtb1;Trim34a;Krit1;Oat;Jak2;Dhx40;Patz1;Ehmt2;Macf1;Atp8a1;Cdk19;Kdm5a;Trib2;Galnt6;S100a10
extracellular space%GOcc%GO:0005615,-0.5304332319019238,-2.0429832505431302,0.0,0.009062213623867225,2030,15,H2-Q6;Itga4;H2-Q7;Aqp1;Npc2;H2-Q4;Spn;S100a10;Rpl39;Elane;Dbi;Prtn3;Ctsg;Alad;Lgals1,Elane;Dbi;Prtn3;Ctsg;Alad;Lgals1
intracellular organelle lumen%GOcc%GO:0070013,0.3638524252739676,1.834637378654623,0.0,0.009746455834242095,4500,35,Trim12a;Jun;Mllt10;Ogt;Gadd45a;Raf1;Ash1l;Smc4;Ttc3;Abcb4;Ddx6;Rpl5;Akirin1;Zfp217;Ppp4r2;Top2b;Acss2;Runx3;Myb;Zbtb1;Trim34a;Mdn1;Arid4a;Oat;Jak2;Acaa2;Tgoln1;Patz1;Ehmt2;Rps7;Ccdc86;Rps25;Rbm3;Txn1;Prtn3,Trim12a;Jun;Mllt10;Ogt;Gadd45a;Raf1;Ash1l;Smc4;Ttc3;Abcb4;Ddx6;Rpl5;Akirin1;Zfp217;Ppp4r2;Top2b;Acss2;Runx3;Myb;Zbtb1;Trim34a;Mdn1;Arid4a;Oat;Jak2;Acaa2;Tgoln1;Patz1;Ehmt2
positive regulation of cellular process%GObp%GO:0048522,0.298713948885931,1.8575974918372653,0.0,0.0103962195565249,6069,51,Plac8;Trim12a;Ifngr1;H2-Q6;Jun;Ube2b;Mllt10;Itga4;Vim;Ogt;Scin;Ccdc88a;H2-Q7;Rsu1;Msn;Stom;Gadd45a;Raf1;Tspo;Aqp1;Ash1l;Smc4;Abcb4;Rpl5;Akirin1;Runx3;Myb;Zbtb1;Trim34a;H2-Q4;Arid4a;Jak2;Patz1;Macf1;Atp8a1;Cdk19;Kdm5a;Spn;Trib2;S100a10;Rps7;Adgrg1;Slc25a4;Rbm3;Ndufa4;Txn1;Elane;Rfc2;Dbi;Ctsg;Lgals1,Plac8;Trim12a;Ifngr1;H2-Q6;Jun;Ube2b;Mllt10;Itga4;Vim;Ogt;Scin;Ccdc88a;H2-Q7;Rsu1;Msn;Stom;Gadd45a;Raf1;Tspo;Aqp1;Ash1l;Smc4;Abcb4;Rpl5;Akirin1
regulation of developmental process%GObp%GO:0050793,0.3568280066484817,1.8734526952631212,0.0,0.01113880666770525,2682,21,Plac8;Jun;Vim;Scin;Msn;Gadd45a;Tspo;Aqp1;Ttc3;Ddx6;Akirin1;Runx3;Myb;Zbtb1;Krit1;Jak2;Macf1;Mosmo;Trib2;S100a10;Slc25a4,Plac8;Jun;Vim;Scin;Msn;Gadd45a;Tspo;Aqp1;Ttc3;Ddx6;Akirin1;Runx3;Myb;Zbtb1;Krit1;Jak2;Macf1;Mosmo;Trib2;S100a10
organelle inner membrane%GOcc%GO:0019866,-0.6448395019812031,-2.0225907539186294,0.0,0.01585887384176764,505,15,Acaa2;Letm2;Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ldhb;Slc25a4;Ndufa4;Cox6c;Uqcrq;Atp5e,Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ldhb;Slc25a4;Ndufa4;Cox6c;Uqcrq;Atp5e
identical protein binding%GOmf%GO:0042802,0.31034187110299805,1.7522017082997707,0.0,0.02339149400218102,2376,23,Trim12a;H2-Q6;Jun;Ptpre;Vim;Ogt;Ccdc88a;H2-Q7;Stom;Gadd45a;Raf1;Aqp1;Zbtb1;Trim34a;H2-Q4;Oat;Jak2;S100a10;Ldhb;Txn1;Dbi;Alad;Lgals1,Trim12a;H2-Q6;Jun;Ptpre;Vim;Ogt;Ccdc88a;H2-Q7;Stom;Gadd45a;Raf1;Aqp1
positive regulation of cellular metabolic process%GObp%GO:0031325,0.3464107482733693,1.7524200646599737,0.0,0.02462262526545371,3310,30,Plac8;Trim12a;Ifngr1;Jun;Ube2b;Mllt10;Vim;Ogt;Ccdc88a;Msn;Gadd45a;Raf1;Tspo;Ash1l;Rpl5;Akirin1;Runx3;Myb;Trim34a;Arid4a;Jak2;Patz1;Kdm5a;Spn;Trib2;S100a10;Slc25a4;Rbm3;Txn1;Rfc2,Plac8;Trim12a;Ifngr1;Jun;Ube2b;Mllt10;Vim;Ogt;Ccdc88a;Msn;Gadd45a;Raf1;Tspo;Ash1l
protein-containing complex%GOcc%GO:0032991,-0.3062681491652838,-1.8829847457954596,0.0,0.025374198146828227,5831,59,H2-Q6;Jun;Ube2b;Mllt10;Gnb4;Rpl13a;Itga4;Vim;Ogt;Scin;H2-Q7;Erh;Smc4;Ddx6;Rpl5;Zfp217;Ppp4r2;Runx3;Mdn1;Krit1;Gclm;H2-Q4;Arid4a;Jak2;Atp8a1;Cdk19;Tspan32;Kdm5a;Pabpn1;S100a10;Rps7;Anapc16;Cox8a;Capza2;Cox7c;Rpl39;Rps28;Uqcrb;Rps25;Atp5j2;Rpl35a;Atp5l;Cox6b1;Ndufb2;Rpl41;Ost4;Rpl36al;Ldhb;Slc25a4;Rbm3;Krtcap2;Ndufa4;Cox6c;Uqcrq;Elane;Rfc2;Atp5e;Dbi;Lgals1,S100a10;Rps7;Anapc16;Cox8a;Capza2;Cox7c;Rpl39;Rps28;Uqcrb;Rps25;Atp5j2;Rpl35a;Atp5l;Cox6b1;Ndufb2;Rpl41;Ost4;Rpl36al;Ldhb;Slc25a4;Rbm3;Krtcap2;Ndufa4;Cox6c;Uqcrq;Elane;Rfc2;Atp5e;Dbi;Lgals1
regulation of gene expression%GObp%GO:0010468,0.28891826848420676,1.7757482914219114,0.0,0.02599054889131225,4945,34,Plac8;Trim12a;Ifngr1;Jun;Mllt10;Rpl13a;Vim;Ogt;Msn;Gadd45a;Raf1;Tspo;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217;Runx3;Myb;Zbtb1;Trim34a;Arid4a;Jak2;Patz1;Ehmt2;Kdm5a;Spn;Trib2;S100a10;Rps7;Rbm3;Hells;Txn1;Elane,Plac8;Trim12a;Ifngr1;Jun;Mllt10;Rpl13a;Vim;Ogt;Msn;Gadd45a;Raf1;Tspo;Ash1l;Ddx6;Rpl5;Akirin1;Zfp217
regulation of cell death%GObp%GO:0010941,0.29466849314041266,1.7859094915739542,0.0,0.027519404708448266,1772,21,Plac8;Jun;Ube2b;Itga4;Ogt;Scin;Gadd45a;Raf1;Tspo;Aqp1;Runx3;Krit1;Gclm;Jak2;Acaa2;Cdk19;Rps7;Slc25a4;Hells;Txn1;Lgals1,Plac8;Jun;Ube2b;Itga4;Ogt;Scin;Gadd45a;Raf1;Tspo;Aqp1
metabolic process%GObp%GO:0008152,-0.33613336094357094,-1.986434934806912,0.0,0.028193553496475808,7884,66,Trim12a;Car1;Jun;Ube2b;Rpl13a;Ptpre;Ogt;Ccdc88a;Raf1;Tspo;Ash1l;Smc4;Ttc3;Rpl5;Npc2;Ppp4r2;Top2b;Acss2;Runx3;Zbtb1;Trim34a;Mdn1;Gclm;Arid4a;Oat;Jak2;Acaa2;Ehmt2;Cdk19;Tspan32;Kdm5a;Spn;Trib2;Pabpn1;S100a10;Rps7;Anapc16;Dnase2a;Cox7c;Rpl39;Rps28;Uqcrb;Rps25;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Ldhb;Rpl22l1;Ptpn18;Adgrg1;Slc25a4;Rbm3;Hells;Krtcap2;Uqcrq;Txn1;Elane;Rfc2;Atp5e;Dbi;Prtn3;Ctsg;Alad;Echdc2,Cdk19;Tspan32;Kdm5a;Spn;Trib2;Pabpn1;S100a10;Rps7;Anapc16;Dnase2a;Cox7c;Rpl39;Rps28;Uqcrb;Rps25;Atp5j2;Rpl35a;Atp5l;Rpl41;Ost4;Ldhb;Rpl22l1;Ptpn18;Adgrg1;Slc25a4;Rbm3;Hells;Krtcap2;Uqcrq;Txn1;Elane;Rfc2;Atp5e;Dbi;Prtn3;Ctsg;Alad;Echdc2
envelope%GOcc%GO:0031975,-0.46065401455246646,-1.845026311235136,0.0,0.02883431607594117,1119,19,Tspo;Aqp1;Akirin1;Zbtb1;Acaa2;Letm2;Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ldhb;Slc25a4;Ndufa4;Cox6c;Uqcrq;Atp5e,Cox8a;Cox7c;Uqcrb;Atp5j2;Atp5l;Cox6b1;Ndufb2;Ldhb;Slc25a4;Ndufa4;Cox6c;Uqcrq;Atp5e
response to external stimulus%GObp%GO:0009605,0.3514020992983788,1.7499398143407343,0.0,0.029703484447214,2575,23,Plac8;Trim12a;Ifngr1;Jun;Rpl13a;Itga4;Vim;Ogt;H2-Q7;Raf1;Aqp1;Runx3;Zbtb1;Trim34a;Jak2;Ehmt2;Tspan32;Spn;Pabpn1;Rpl39;Elane;Ctsg;Alad,Plac8;Trim12a;Ifngr1;Jun;Rpl13a;Itga4;Vim;Ogt;H2-Q7
cell periphery%GOcc%GO:0071944,0.28631213181385745,1.7305950501130265,0.0,0.03248818611414031,6031,40,Ifngr1;H2-Q6;Jun;Ube2b;Gnb4;Itga4;Ptpre;Vim;Ogt;Scin;Ccdc88a;H2-Q7;Msn;Stom;Slc14a1;Raf1;Aqp1;Abcb4;Tspo2;Ndrg1;Pik3ip1;Krit1;H2-Q4;Arid4a;Jak2;Tgoln1;Macf1;Atp8a1;Tspan32;Spn;Mosmo;S100a10;Capza2;Rpl36al;Adgrg1;Elane;Dbi;Prtn3;Ctsg;Lgals1,Ifngr1;H2-Q6;Jun;Ube2b;Gnb4;Itga4;Ptpre;Vim;Ogt;Scin;Ccdc88a;H2-Q7;Msn;Stom;Slc14a1;Raf1
IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 78%168256,0.34770229511779804,1.7391152966722172,0.0,0.03390071594518989,1677,18,Plac8;Ifngr1;Jun;Ube2b;Itga4;Vim;Msn;Stom;Raf1;Npc2;Jak2;Atp8a1;Capza2;Ptpn18;Elane;Prtn3;Ctsg;Alad,Plac8;Ifngr1;Jun;Ube2b;Itga4;Vim;Msn;Stom;Raf1
response to biotic stimulus%GObp%GO:0009607,0.3775550551079427,1.7101410701164619,0.0,0.034654065188416336,1616,18,Plac8;Trim12a;Ifngr1;Rpl13a;Vim;Ogt;H2-Q7;Tspo;Aqp1;Zbtb1;Trim34a;Jak2;Tspan32;Spn;Pabpn1;Rpl39;Elane;Ctsg,Plac8;Trim12a;Ifngr1;Rpl13a;Vim;Ogt;H2-Q7;Tspo;Aqp1
positive regulation of biological process%GObp%GO:0048518,0.30699834263888354,1.7467349781002215,0.0,0.03544165757906216,6622,53,Plac8;Trim12a;Ifngr1;H2-Q6;Jun;Ube2b;Mllt10;Itga4;Vim;Ogt;Scin;Ccdc88a;H2-Q7;Rsu1;Msn;Stom;Gadd45a;Raf1;Tspo;Aqp1;Ash1l;Smc4;Abcb4;Ddx6;Rpl5;Akirin1;Top2b;Runx3;Myb;Zbtb1;Trim34a;H2-Q4;Arid4a;Jak2;Patz1;Macf1;Atp8a1;Cdk19;Kdm5a;Spn;Trib2;S100a10;Rps7;Adgrg1;Slc25a4;Rbm3;Ndufa4;Txn1;Elane;Rfc2;Dbi;Ctsg;Lgals1,Plac8;Trim12a;Ifngr1;H2-Q6;Jun;Ube2b;Mllt10;Itga4;Vim;Ogt;Scin;Ccdc88a;H2-Q7;Rsu1;Msn;Stom;Gadd45a;Raf1;Tspo;Aqp1;Ash1l;Smc4;Abcb4;Ddx6;Rpl5;Akirin1
biological process involved in interspecies interaction between organisms%GObp%GO:0044419,0.4216653591401836,1.7255873359989502,0.0,0.03598691384950927,1713,19,Plac8;Trim12a;Ifngr1;Jun;Rpl13a;Vim;Ogt;H2-Q7;Stom;Aqp1;Zbtb1;Trim34a;Jak2;Tspan32;Spn;Pabpn1;Rpl39;Elane;Ctsg,Plac8;Trim12a;Ifngr1;Jun;Rpl13a;Vim;Ogt;H2-Q7;Stom
membrane-enclosed lumen%GOcc%GO:0031974,0.3638524252739676,1.728561807432114,0.0,0.03742639040348964,4501,35,Trim12a;Jun;Mllt10;Ogt;Gadd45a;Raf1;Ash1l;Smc4;Ttc3;Abcb4;Ddx6;Rpl5;Akirin1;Zfp217;Ppp4r2;Top2b;Acss2;Runx3;Myb;Zbtb1;Trim34a;Mdn1;Arid4a;Oat;Jak2;Acaa2;Tgoln1;Patz1;Ehmt2;Rps7;Ccdc86;Rps25;Rbm3;Txn1;Prtn3,Trim12a;Jun;Mllt10;Ogt;Gadd45a;Raf1;Ash1l;Smc4;Ttc3;Abcb4;Ddx6;Rpl5;Akirin1;Zfp217;Ppp4r2;Top2b;Acss2;Runx3;Myb;Zbtb1;Trim34a;Mdn1;Arid4a;Oat;Jak2;Acaa2;Tgoln1;Patz1;Ehmt2
organelle organization%GObp%GO:0006996,0.2824410273944028,1.6903819020489226,0.0,0.03764148460121085,3274,35,Jun;Ube2b;Vim;Ogt;Scin;Ccdc88a;Gadd45a;Raf1;Aqp1;Ash1l;Smc4;Ddx6;Rpl5;Tspo2;Samd14;Tbcel;Top2b;Myb;Zbtb1;Mdn1;Gclm;Arid4a;Jak2;Acaa2;Ehmt2;Macf1;Tspan32;Kdm5a;S100a10;Capza2;Rps28;Rps25;Ndufb2;Slc25a4;Hells,Jun;Ube2b;Vim;Ogt;Scin;Ccdc88a;Gadd45a;Raf1;Aqp1;Ash1l;Smc4;Ddx6;Rpl5;Tspo2;Samd14;Tbcel;Top2b;Myb;Zbtb1;Mdn1;Gclm;Arid4a;Jak2;Acaa2;Ehmt2;Macf1;Tspan32;Kdm5a
plasma membrane%GOcc%GO:0005886,0.34849792994891227,1.699660286214452,0.0,0.03898582333696837,5541,37,Ifngr1;H2-Q6;Jun;Ube2b;Gnb4;Itga4;Ptpre;Vim;Ogt;Scin;Ccdc88a;H2-Q7;Msn;Stom;Slc14a1;Raf1;Aqp1;Abcb4;Tspo2;Ndrg1;Pik3ip1;Krit1;H2-Q4;Arid4a;Jak2;Tgoln1;Macf1;Atp8a1;Tspan32;Spn;Mosmo;S100a10;Rpl36al;Adgrg1;Dbi;Prtn3;Ctsg,Ifngr1;H2-Q6;Jun;Ube2b;Gnb4;Itga4;Ptpre;Vim;Ogt;Scin;Ccdc88a;H2-Q7;Msn;Stom;Slc14a1;Raf1
