Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
regulation of signal transduction%GObp%GO:0009966,0.3678806390555956,2.1860484504684647,0.0,0.0,2926,26,Trim12a;Apoe;Wdfy1;Trim34a;Tnfsf10;Stat1;Wnk1;Akap13;Numa1;Stat3;Glg1;Angpt1;Runx1;Vgll4;Aplp2;Insig1;Rras;Ncor1;Gclm;Ly6e;Rb1cc1;Gstp1;Rps12;Rpl37;Rps20;Arhgdib,Trim12a;Apoe;Wdfy1;Trim34a;Tnfsf10;Stat1;Wnk1;Akap13;Numa1;Stat3;Glg1;Angpt1;Runx1;Vgll4;Aplp2;Insig1;Rras;Ncor1;Gclm;Ly6e;Rb1cc1;Gstp1;Rps12;Rpl37
response to stimulus%GObp%GO:0050896,0.4598945833894699,2.7196319046239092,0.0,0.0,9100,51,Trim12a;Apoe;H2-Eb1;Tspan32;H2-Q7;Meg3;Jund;H2-Q4;Lmo2;Adipor2;Trim34a;Tap1;Mpl;Tnfsf10;Ndrg1;Ly6a;Stat1;Wnk1;Scd2;Akap13;H2-Q6;Fads1;Stat3;Ltb;Gnb4;Angpt1;Runx1;Ifi27;Tsc22d3;Nrip1;Clec2d;Insig1;Rras;Atp1a1;Ncor1;Gclm;Ly6e;Gstp1;Crip1;Fau;Alad;Ctsg;Ranbp1;Tuba1b;Sem1;Rbm3;Rpl39;Rps15a;Mpo;Lgals1;Arhgdib,Trim12a;Apoe;H2-Eb1;Tspan32;H2-Q7;Meg3;Jund;H2-Q4;Lmo2;Adipor2;Trim34a;Tap1;Mpl;Tnfsf10;Ndrg1;Ly6a;Stat1;Wnk1;Scd2;Akap13;H2-Q6;Fads1;Stat3;Ltb;Gnb4;Angpt1;Runx1;Ifi27
ribonucleoprotein complex%GOcc%GO:1990904,-0.7252747252747247,-2.9235146840654904,0.0,0.0,838,25,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Rpl38;Rps25;Rpl34;Rplp1;Rps29;Rbm3;Snrpe;Rpl39;Mrpl54;Rpl37a;Rpl28;Rps15a;Snrpf;Rps26;Rpl41;Rpl35a,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Rpl38;Rps25;Rpl34;Rplp1;Rps29;Rbm3;Snrpe;Rpl39;Mrpl54;Rpl37a;Rpl28;Rps15a;Snrpf;Rps26;Rpl41;Rpl35a
ribosome%GOcc%GO:0005840,-0.7021276595744675,-2.486701000811218,0.0,0.0,234,22,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rps25;Rpl34;Rplp1;Rps29;Rpl39;Mrpl54;Rpl37a;Rpl28;Rps15a;Rps26;Rpl41;Rpl35a;Rpl22l1,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rps25;Rpl34;Rplp1;Rps29;Rpl39;Mrpl54;Rpl37a;Rpl28;Rps15a;Rps26;Rpl41;Rpl35a;Rpl22l1
signaling receptor binding%GOmf%GO:0005102,0.5143176203612273,2.2411483007792503,0.0,0.0,1754,18,Apoe;H2-Eb1;H2-Q7;H2-Q4;Tap1;Tnfsf10;Ly6a;Stat1;H2-Q6;Stat3;Ltb;Angpt1;Nrip1;Clec2d;Prtn3;Ncor1;Ly6e;Ctsg,Apoe;H2-Eb1;H2-Q7;H2-Q4;Tap1;Tnfsf10;Ly6a;Stat1;H2-Q6;Stat3;Ltb;Angpt1;Nrip1;Clec2d;Prtn3
signaling%GObp%GO:0023052,0.4940315900873623,2.348294927409592,0.0,0.0,5459,20,Apoe;Tspan32;Meg3;Adipor2;Mpl;Ndrg1;Ly6a;Stat1;Wnk1;Akap13;Stat3;Gnb4;Angpt1;Ifi27;Arid1b;Insig1;Rras;Ly6e;Crip1;Arhgdib,Apoe;Tspan32;Meg3;Adipor2;Mpl;Ndrg1;Ly6a;Stat1;Wnk1;Akap13;Stat3;Gnb4;Angpt1;Ifi27;Arid1b
structural constituent of ribosome%GOmf%GO:0003735,-0.7021276595744675,-2.992237376979046,0.0,0.0,165,22,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rps25;Rpl34;Rplp1;Rps29;Rpl39;Mrpl54;Rpl37a;Rpl28;Rps15a;Rps26;Rpl41;Rpl35a;Rpl22l1,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rps25;Rpl34;Rplp1;Rps29;Rpl39;Mrpl54;Rpl37a;Rpl28;Rps15a;Rps26;Rpl41;Rpl35a;Rpl22l1
structural molecule activity%GOmf%GO:0005198,-0.7096774193548383,-3.3608829153791056,0.0,0.0,611,23,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rps25;Rpl34;Tuba1b;Rplp1;Rps29;Rpl39;Mrpl54;Rpl37a;Rpl28;Rps15a;Rps26;Rpl41;Rpl35a;Rpl22l1,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rps25;Rpl34;Tuba1b;Rplp1;Rps29;Rpl39;Mrpl54;Rpl37a;Rpl28;Rps15a;Rps26;Rpl41;Rpl35a;Rpl22l1
translation%GObp%GO:0006412,-0.6328846177789941,-2.886487301419722,0.0,0.0,358,20,Eif4b;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1
positive regulation of response to stimulus%GObp%GO:0048584,0.5304922463875428,2.6076098793405285,0.0,0.0,2320,19,Trim12a;Apoe;H2-Q7;Wdfy1;H2-Q4;Trim34a;Tnfsf10;Wnk1;Akap13;H2-Q6;Numa1;Stat3;Angpt1;Rb1cc1;Rps12;Rpl37;Rps20;Ctsg;Lgals1,Trim12a;Apoe;H2-Q7;Wdfy1;H2-Q4;Trim34a;Tnfsf10;Wnk1;Akap13;H2-Q6;Numa1;Stat3
positive regulation of metabolic process%GObp%GO:0009893,0.5251184256078125,2.2804670048366447,0.0,0.0,3847,24,Trim12a;Apoe;Jund;Lmo2;Adipor2;Trim34a;Mpl;Tnfsf10;Stat1;Akap13;Stat3;Ltb;Angpt1;Runx1;Maf;Arid1b;Nrip1;Vgll4;Hlf;Ncor1;Rb1cc1;Gstp1;Rbm3;Uqcc2,Trim12a;Apoe;Jund;Lmo2;Adipor2;Trim34a;Mpl;Tnfsf10;Stat1;Akap13;Stat3;Ltb;Angpt1;Runx1;Maf;Arid1b;Nrip1;Vgll4
ribosomal subunit%GOcc%GO:0044391,-0.6947368421052633,-3.9796645804043735,0.0,0.0,192,21,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rps25;Rpl34;Rplp1;Rps29;Rpl39;Mrpl54;Rpl37a;Rpl28;Rps15a;Rps26;Rpl41;Rpl35a,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rps25;Rpl34;Rplp1;Rps29;Rpl39;Mrpl54;Rpl37a;Rpl28;Rps15a;Rps26;Rpl41;Rpl35a
positive regulation of cell communication%GObp%GO:0010647,0.5707449050401344,2.616028062430392,0.0,0.0,1914,15,Trim12a;Apoe;Wdfy1;Trim34a;Tnfsf10;Wnk1;Akap13;Numa1;Stat3;Angpt1;Runx1;Rb1cc1;Rps12;Rpl37;Rps20,Trim12a;Apoe;Wdfy1;Trim34a;Tnfsf10;Wnk1;Akap13;Numa1;Stat3;Angpt1;Runx1
amide biosynthetic process%GObp%GO:0043604,-0.5902213337029995,-2.695856671378972,0.0,0.0,481,21,Eif4b;Gclm;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1
anatomical structure development%GObp%GO:0048856,0.5054565235797671,2.1735035796243554,0.0,0.0,5516,30,Apoe;H2-Q7;Meg3;Jund;Lmo2;Adipor2;Mpl;Ndrg1;Stat1;Akap13;Numa1;Stat3;Ltb;Glg1;Angpt1;Runx1;Maf;Arid1b;Nrip1;Aplp2;Prtn3;Insig1;Hlf;Rras;Tagln2;Ncor1;Ly6e;Rb1cc1;Rpl38;Lgals1,Apoe;H2-Q7;Meg3;Jund;Lmo2;Adipor2;Mpl;Ndrg1;Stat1;Akap13;Numa1;Stat3;Ltb;Glg1;Angpt1;Runx1;Maf;Arid1b;Nrip1;Aplp2;Prtn3;Insig1;Hlf;Rras;Tagln2;Ncor1;Ly6e;Rb1cc1
biological regulation%GObp%GO:0065007,0.42205525780519265,2.39163108084206,0.0,0.0,13279,69,Trim12a;Apoe;H2-Eb1;Tspan32;H2-Q7;Meg3;Jund;Wdfy1;H2-Q4;Lmo2;Adipor2;Trim34a;Tap1;Mpl;Tnfsf10;Ndrg1;Ly6a;Stat1;Wnk1;Akap13;H2-Q6;Numa1;Stat3;Ltb;Psmb8;Glg1;Gnb4;Angpt1;Runx1;Maf;Ifi27;Muc13;Tsc22d3;Arid1b;Nrip1;Vgll4;Aplp2;Rfk;Clec2d;Prtn3;Insig1;Hlf;Cyp51;Rras;Atp1a1;Ncor1;Gclm;Ly6e;Rb1cc1;Gstp1;Rps12;Crip1;Rpl37;Rps20;Alad;Rpl38;Ctsg;Ranbp1;Rplp1;Rps29;Rbm3;Uqcc2;Rps15a;Cox7a2;Rps26;Mpo;S100a11;Lgals1;Arhgdib,Trim12a;Apoe;H2-Eb1;Tspan32;H2-Q7;Meg3;Jund;Wdfy1;H2-Q4;Lmo2;Adipor2;Trim34a;Tap1;Mpl;Tnfsf10;Ndrg1;Ly6a;Stat1;Wnk1;Akap13;H2-Q6;Numa1;Stat3;Ltb;Psmb8;Glg1;Gnb4;Angpt1;Runx1;Maf;Ifi27;Muc13;Tsc22d3;Arid1b;Nrip1;Vgll4;Aplp2;Rfk;Clec2d;Prtn3;Insig1;Hlf;Cyp51;Rras;Atp1a1
cation binding%GOmf%GO:0043169,0.46345007219082934,2.6291772021855846,0.0,0.0,3698,24,Trim12a;Apoe;Gdpd3;Wdfy1;Lmo2;Adipor2;Trim34a;Tap1;Tnfsf10;Wnk1;Scd2;Akap13;Runx1;Aplp2;Rfk;Cyp51;Atp1a1;Crip1;Rpl37;Alad;Rps29;Rpl37a;Mpo;S100a11,Trim12a;Apoe;Gdpd3;Wdfy1;Lmo2;Adipor2;Trim34a;Tap1;Tnfsf10;Wnk1;Scd2;Akap13
cell communication%GObp%GO:0007154,0.5112702104657979,2.3600589360456143,0.0,0.0,5573,21,Apoe;Tspan32;Meg3;Adipor2;Mpl;Ndrg1;Ly6a;Stat1;Wnk1;Akap13;Fads1;Stat3;Gnb4;Angpt1;Ifi27;Arid1b;Insig1;Rras;Ly6e;Crip1;Arhgdib,Apoe;Tspan32;Meg3;Adipor2;Mpl;Ndrg1;Ly6a;Stat1;Wnk1;Akap13;Fads1;Stat3;Gnb4;Angpt1;Ifi27;Arid1b
cell differentiation%GObp%GO:0030154,0.5102901521522807,2.3382900617619433,0.0,0.0,3818,20,Apoe;Jund;Mpl;Ndrg1;Stat1;Akap13;Numa1;Stat3;Psmb8;Angpt1;Runx1;Maf;Arid1b;Aplp2;Prtn3;Hlf;Rras;Tagln2;Ncor1;Lgals1,Apoe;Jund;Mpl;Ndrg1;Stat1;Akap13;Numa1;Stat3;Psmb8;Angpt1;Runx1;Maf;Arid1b;Aplp2;Prtn3;Hlf;Rras;Tagln2;Ncor1
positive regulation of macromolecule metabolic process%GObp%GO:0010604,0.5020505563457555,2.3368947385113144,0.0,0.0,3502,21,Apoe;Jund;Lmo2;Adipor2;Mpl;Tnfsf10;Stat1;Akap13;Stat3;Ltb;Angpt1;Runx1;Maf;Arid1b;Nrip1;Vgll4;Hlf;Ncor1;Rb1cc1;Rbm3;Uqcc2,Apoe;Jund;Lmo2;Adipor2;Mpl;Tnfsf10;Stat1;Akap13;Stat3;Ltb;Angpt1;Runx1;Maf;Arid1b;Nrip1;Vgll4
cell periphery%GOcc%GO:0071944,0.4839546835129926,2.616258881552076,0.0,0.0,6031,31,Apoe;H2-Eb1;Tspan32;H2-Q7;H2-Q4;Adipor2;Mpl;Tnfsf10;Ndrg1;Ly6a;Akap13;H2-Q6;Numa1;Stat3;Ltb;Glg1;Gnb4;Angpt1;Runx1;Muc13;Arid1b;Aplp2;Clec2d;Prtn3;Rras;Atp1a1;Ly6e;Gstp1;Ctsg;S100a11;Lgals1,Apoe;H2-Eb1;Tspan32;H2-Q7;H2-Q4;Adipor2;Mpl;Tnfsf10;Ndrg1;Ly6a;Akap13;H2-Q6;Numa1;Stat3;Ltb;Glg1;Gnb4;Angpt1;Runx1;Muc13;Arid1b;Aplp2;Clec2d;Prtn3
cellular amide metabolic process%GObp%GO:0043603,-0.5899911354097471,-2.822938309701206,0.0,0.0,767,22,Eif4b;Gclm;Gstp1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1,Gstp1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1
cellular macromolecule biosynthetic process%GObp%GO:0034645,-0.5675655631006232,-2.5973559387031377,0.0,0.0,931,23,Apoe;Eif4b;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Rpl38;Ost4;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1,Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Nop10;Fau;Rpl36;Rps20;Rpl38;Ost4;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1
cellular protein metabolic process%GObp%GO:0044267,-0.3598805350862879,-2.343237815284773,0.0,0.0,3110,28,Trim12a;Trim34a;Wnk1;Psmb8;Ifi27;Eif4b;Rb1cc1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Ost4;Ctsg;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1,Rb1cc1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Ost4;Ctsg;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1
cellular developmental process%GObp%GO:0048869,0.5102901521522807,2.482911675100995,0.0,0.0,3916,20,Apoe;Jund;Mpl;Ndrg1;Stat1;Akap13;Numa1;Stat3;Psmb8;Angpt1;Runx1;Maf;Arid1b;Aplp2;Prtn3;Hlf;Rras;Tagln2;Ncor1;Lgals1,Apoe;Jund;Mpl;Ndrg1;Stat1;Akap13;Numa1;Stat3;Psmb8;Angpt1;Runx1;Maf;Arid1b;Aplp2;Prtn3;Hlf;Rras;Tagln2;Ncor1
identical protein binding%GOmf%GO:0042802,0.5936827738946433,2.57747657281131,0.0,0.0,2376,21,Trim12a;Apoe;H2-Q7;H2-Q4;Lmo2;Adipor2;Trim34a;Tap1;Tnfsf10;Stat1;H2-Q6;Stat3;Angpt1;Runx1;Maf;Ifi27;Muc13;Aplp2;Alad;S100a11;Lgals1,Trim12a;Apoe;H2-Q7;H2-Q4;Lmo2;Adipor2;Trim34a;Tap1;Tnfsf10;Stat1;H2-Q6;Stat3;Angpt1;Runx1;Maf;Ifi27;Muc13
plasma membrane%GOcc%GO:0005886,0.5417162930770856,2.231391331244086,0.0,0.0,5541,27,Apoe;H2-Eb1;Tspan32;H2-Q7;H2-Q4;Adipor2;Mpl;Tnfsf10;Ndrg1;Ly6a;H2-Q6;Numa1;Stat3;Ltb;Glg1;Gnb4;Angpt1;Muc13;Arid1b;Aplp2;Clec2d;Prtn3;Rras;Atp1a1;Ly6e;Gstp1;Ctsg,Apoe;H2-Eb1;Tspan32;H2-Q7;H2-Q4;Adipor2;Mpl;Tnfsf10;Ndrg1;Ly6a;H2-Q6;Numa1;Stat3;Ltb;Glg1;Gnb4;Angpt1;Muc13;Arid1b;Aplp2;Clec2d;Prtn3;Rras;Atp1a1
peptide metabolic process%GObp%GO:0006518,-0.5899911354097471,-2.681785427350912,0.0,0.0,524,22,Eif4b;Gclm;Gstp1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1,Gstp1;Mrpl23;Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rplp1;Rps29;Rbm3;Rpl39;Rpl37a;Rpl28;Rps26;Rpl41;Rpl35a;Rpl22l1
cytosolic ribosome%GOcc%GO:0022626,-0.6907216494845357,-2.725597291930622,0.0,0.0,109,19,Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rps25;Rpl34;Rplp1;Rps29;Rpl39;Rpl37a;Rpl28;Rps15a;Rps26;Rpl41;Rpl35a,Rps28;Rpl32;Rps12;Rpl37;Fau;Rpl36;Rps20;Rpl38;Rps25;Rpl34;Rplp1;Rps29;Rpl39;Rpl37a;Rpl28;Rps15a;Rps26;Rpl41;Rpl35a
multicellular organismal process%GObp%GO:0032501,0.4436566381981382,2.771381543103858,0.0,0.0,7780,37,Apoe;Tspan32;H2-Q7;Meg3;Jund;Lmo2;Adipor2;Mpl;Ndrg1;Stat1;Wnk1;Akap13;Numa1;Stat3;Ltb;Glg1;Angpt1;Runx1;Maf;Muc13;Arid1b;Nrip1;Aplp2;Prtn3;Insig1;Hlf;Rras;Atp1a1;Ncor1;Gclm;Ly6e;Rb1cc1;Rpl38;Ctsg;Mpo;S100a11;Lgals1,Apoe;Tspan32;H2-Q7;Meg3;Jund;Lmo2;Adipor2;Mpl;Ndrg1;Stat1;Wnk1;Akap13;Numa1;Stat3;Ltb;Glg1;Angpt1;Runx1;Maf;Muc13;Arid1b;Nrip1;Aplp2;Prtn3;Insig1;Hlf;Rras;Atp1a1;Ncor1;Gclm;Ly6e;Rb1cc1
multicellular organism development%GObp%GO:0007275,0.486539706148568,2.253868264896571,0.0,0.0,5086,28,Apoe;H2-Q7;Meg3;Lmo2;Adipor2;Mpl;Ndrg1;Stat1;Akap13;Numa1;Stat3;Ltb;Glg1;Angpt1;Runx1;Maf;Arid1b;Nrip1;Aplp2;Prtn3;Insig1;Hlf;Rras;Ncor1;Ly6e;Rb1cc1;Rpl38;Lgals1,Apoe;H2-Q7;Meg3;Lmo2;Adipor2;Mpl;Ndrg1;Stat1;Akap13;Numa1;Stat3;Ltb;Glg1;Angpt1;Runx1;Maf;Arid1b;Nrip1;Aplp2;Prtn3;Insig1;Hlf;Rras;Ncor1;Ly6e;Rb1cc1
