Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
regulation of biological process%GObp%GO:0050789,0.3905762373269471,1.5252573396817954,0.125,0.21346153846153845,12629,28,S100a8;Tspan32;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Pdcd4;Atpif1;Rps15a;Cox7a2;Cks2;Ms4a3;S100a11;Clec12a;Elane;Alad;Ctsg;Mpo;Slpi;Lgals1,S100a8;Tspan32;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29
positive regulation of cellular process%GObp%GO:0048522,0.4468700321510126,1.3746826237834835,0.2,0.36762820512820515,6069,17,S100a8;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Wdfy1;H2-K1;Rps29;Pdcd4;Atpif1;Rps15a;S100a11;Elane;Ctsg;Lgals1,S100a8;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Wdfy1;H2-K1
membrane%GOcc%GO:0016020,0.29771710661365614,1.294182112665447,0.2,0.4597633136094675,9651,20,S100a8;Tspan32;H2-Q7;Jun;Pim1;Erh;Ndrg1;H2-K1;Shisa5;Sec61b;Cd52;Cox6c;Cox7a2;Rpl36al;Ms4a3;Ost4;Clec12a;Sec61g;Atp5e;Ctsg,S100a8;Tspan32;H2-Q7;Jun;Pim1;Erh;Ndrg1;H2-K1;Shisa5
negative regulation of biological process%GObp%GO:0048519,0.39029977825282236,1.2336954332800476,0.3333333333333333,0.5285714285714286,5632,16,Tspan32;Trim12a;Lcn2;Jun;Jund;Pim1;Ndrg1;H2-K1;Ctla2a;Pdcd4;Atpif1;Elane;Alad;Ctsg;Slpi;Lgals1,Tspan32;Trim12a;Lcn2;Jun;Jund;Pim1;Ndrg1;H2-K1;Ctla2a
protein binding%GOmf%GO:0005515,0.295791178434151,1.193477641365286,0.3333333333333333,0.5502564102564103,9602,25,S100a8;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Ndrg1;Wdfy1;H2-K1;Shisa5;Sec61b;Pdcd4;Atpif1;Cks2;Ms4a3;Rpl39;S100a11;Clec12a;Elane;Sem1;Alad;Ctsg;Slpi;Lgals1,S100a8;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Ndrg1;Wdfy1;H2-K1
biological_process%GOmf%GO:0008150,0.2857242262809832,1.1206429407280942,0.2857142857142857,0.6194570135746605,9778,17,S100a8;Trim12a;Jun;Jund;Pim1;Lars2;Ctla2a;Cox6c;Cox7a2;Cks2;Prss57;Sec61g;Elane;Atp5e;Ctsg;Mpo;Slpi,S100a8;Trim12a;Jun;Jund;Pim1;Lars2
protein metabolic process%GObp%GO:0019538,0.3062425688426972,1.0443042573189798,0.2857142857142857,0.6403846153846153,3718,17,S100a8;Tspan32;Trim12a;Pim1;Lars2;Ctla2a;Rps29;Sec61b;Rps28;Rpl41;Rpl39;Ost4;Prss57;Rpl35a;Elane;Mrpl33;Ctsg,S100a8;Tspan32;Trim12a
molecular_function%GOmf%GO:0003674,0.4189998849518833,1.0890330747178565,0.5,0.6403846153846153,29245,47,S100a8;Tspan32;Trim12a;Lcn2;H2-Q7;AW112010;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Cks2;Rpl36al;Ms4a3;Rpl39;Ost4;Prss57;S100a11;Clec12a;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Slpi;Lgals1;Echdc2,S100a8;Tspan32;Trim12a;Lcn2;H2-Q7;AW112010;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Cks2;Rpl36al;Ms4a3;Rpl39;Ost4;Prss57;S100a11;Clec12a;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Slpi
binding%GOmf%GO:0005488,0.2541279488753418,1.0209957639591003,0.3333333333333333,0.649665551839465,14113,34,S100a8;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Shisa5;Rps29;Sec61b;Pdcd4;Atpif1;Snrpf;Rpl41;Cks2;Ms4a3;Rpl39;Prss57;S100a11;Clec12a;Sec61g;Elane;Sem1;Atp5e;Alad;Ctsg;Mpo;Slpi;Lgals1,S100a8;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1
primary metabolic process%GObp%GO:0044238,0.224935749479328,1.0500943806275633,0.16666666666666666,0.6505494505494506,6722,23,S100a8;Tspan32;Trim12a;Jun;Jund;Pim1;Lars2;Ctla2a;Rps29;Sec61b;Rps28;Snrpf;Rpl41;Rpl39;Ost4;Prss57;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Ctsg;Echdc2,S100a8;Tspan32;Trim12a;Jun;Jund;Pim1;Lars2
negative regulation of cellular process%GObp%GO:0048523,0.3298271022243102,1.0739597182878202,0.4,0.6516194331983806,5066,15,Tspan32;Lcn2;Jun;Jund;Pim1;Ndrg1;H2-K1;Ctla2a;Pdcd4;Atpif1;Elane;Alad;Ctsg;Slpi;Lgals1,Tspan32;Lcn2;Jun;Jund;Pim1;Ndrg1;H2-K1;Ctla2a
cell periphery%GOcc%GO:0071944,0.3412351076347949,1.1311771943953013,0.42857142857142855,0.6581730769230768,6031,15,S100a8;Tspan32;H2-Q7;Jun;Pim1;Ndrg1;H2-K1;Cd52;Rpl36al;Ms4a3;S100a11;Clec12a;Elane;Ctsg;Lgals1,S100a8;Tspan32;H2-Q7;Jun;Pim1;Ndrg1;H2-K1
macromolecule metabolic process%GObp%GO:0043170,0.2970921774889775,1.0546213433114993,0.2857142857142857,0.6617307692307692,5733,21,S100a8;Tspan32;Trim12a;Jun;Jund;Pim1;Lars2;Ctla2a;Rps29;Sec61b;Rps28;Snrpf;Rpl41;Rpl39;Ost4;Prss57;Rpl35a;Elane;Mrpl33;Sem1;Ctsg,S100a8;Tspan32;Trim12a;Jun;Jund;Pim1;Lars2
biological_process%GObp%GO:0008150,0.4190337963862045,1.0021988789769285,0.4,0.6641025641025641,29961,47,S100a8;Tspan32;Trim12a;Lcn2;H2-Q7;AW112010;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Sec61b;Pdcd4;Rps28;Atpif1;Cd52;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Cks2;Rpl36al;Ms4a3;Rpl39;Ost4;Prss57;S100a11;Clec12a;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Slpi;Lgals1;Echdc2,S100a8;Tspan32;Trim12a;Lcn2;H2-Q7;AW112010;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Sec61b;Pdcd4;Rps28;Atpif1;Cd52;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Cks2;Rpl36al;Ms4a3;Rpl39;Ost4;Prss57;S100a11;Clec12a;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Slpi
organonitrogen compound metabolic process%GObp%GO:1901564,0.25971491031370575,0.9375166304718474,0.5,0.6722811671087533,4649,20,S100a8;Tspan32;Trim12a;Pim1;Lars2;Ctla2a;Rps29;Sec61b;Rps28;Atpif1;Rpl41;Rpl39;Ost4;Prss57;Rpl35a;Elane;Mrpl33;Atp5e;Alad;Ctsg,S100a8;Tspan32;Trim12a
cytosol%GOcc%GO:0005829,0.2580286192353699,0.9816054713519778,0.4,0.6830769230769231,3851,20,S100a8;Trim12a;Lcn2;Jun;Pim1;Ndrg1;Wdfy1;Rps29;Rpl34;Pdcd4;Rps28;Snrpf;Rps15a;Rpl41;Rpl36al;Rpl39;Rpl35a;Alad;Ctsg;Lgals1,S100a8;Trim12a;Lcn2;Jun;Pim1;Ndrg1;Wdfy1;Rps29;Rpl34;Pdcd4;Rps28;Snrpf;Rps15a
nucleus%GOcc%GO:0005634,0.26347049798845323,0.9715036491042867,0.3333333333333333,0.6841715976331361,7352,16,Trim12a;Jun;Jund;Pim1;Erh;Ndrg1;Wdfy1;Shisa5;Pdcd4;Snrpf;Rpl36al;S100a11;Sem1;Ctsg;Mpo;Lgals1,Trim12a;Jun;Jund;Pim1;Erh;Ndrg1;Wdfy1
cellular anatomical entity%GOcc%GO:0110165,0.31690245830939134,0.9603139873699382,0.75,0.6904558404558404,19283,46,S100a8;Tspan32;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Cd52;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Rpl36al;Ms4a3;Rpl39;Ost4;Prss57;S100a11;Clec12a;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Slpi;Lgals1;Echdc2,S100a8;Tspan32;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Cd52;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Rpl36al;Ms4a3;Rpl39;Ost4;Prss57;S100a11;Clec12a;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Slpi
cellular process%GObp%GO:0009987,0.23641950994069266,0.9381026946988398,0.6,0.6962912087912088,15998,37,S100a8;Tspan32;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Ctla2a;Shisa5;Rps29;Sec61b;Pdcd4;Rps28;Atpif1;Cd52;Snrpf;Cox7a2;Rpl41;Cks2;Ms4a3;Rpl39;Ost4;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Lgals1;Echdc2,S100a8;Tspan32;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1
non-membrane-bounded organelle%GOcc%GO:0043228,0.2551918772430072,0.8965328710403051,0.75,0.7352564102564102,4507,15,S100a8;Trim12a;Jun;Pim1;Ndrg1;Rps29;Rpl34;Rps28;Rps15a;Rpl41;Rpl36al;Rpl39;Rpl35a;Mrpl33;Ctsg,S100a8;Trim12a;Jun;Pim1;Ndrg1
cellular macromolecule metabolic process%GObp%GO:0044260,0.2310374461733645,0.8803362125853563,0.6,0.7528535980148883,4010,15,S100a8;Trim12a;Pim1;Lars2;Ctla2a;Rps29;Sec61b;Rps28;Rpl41;Rpl39;Ost4;Rpl35a;Mrpl33;Sem1;Ctsg,S100a8;Trim12a
protein-containing complex%GOcc%GO:0032991,0.21464672701325746,0.8226876544496157,0.6666666666666666,0.7891608391608392,5831,26,Tspan32;H2-Q7;Jun;Jund;Erh;H2-K1;Rps29;Rpl34;Sec61b;Rps28;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Cks2;Rpl36al;Rpl39;Ost4;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Lgals1,Tspan32;H2-Q7;Jun;Jund;Erh;H2-K1;Rps29;Rpl34;Sec61b;Rps28;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Cks2;Rpl36al;Rpl39;Ost4;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e
nitrogen compound metabolic process%GObp%GO:0006807,0.22778746963040514,0.8461079048882535,0.7142857142857143,0.8004807692307692,6123,24,S100a8;Tspan32;Trim12a;Jun;Jund;Pim1;Lars2;Ctla2a;Rps29;Sec61b;Rps28;Atpif1;Snrpf;Rpl41;Rpl39;Ost4;Prss57;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg,S100a8;Tspan32;Trim12a;Jun;Jund;Pim1;Lars2
intracellular non-membrane-bounded organelle%GOcc%GO:0043232,0.2551918772430072,0.7897215295909052,0.5555555555555556,0.8203619909502262,4507,15,S100a8;Trim12a;Jun;Pim1;Ndrg1;Rps29;Rpl34;Rps28;Rps15a;Rpl41;Rpl36al;Rpl39;Rpl35a;Mrpl33;Ctsg,S100a8;Trim12a;Jun;Pim1;Ndrg1
organic substance metabolic process%GObp%GO:0071704,-0.19729758103531603,-0.8493485450536007,0.75,0.8452380952380952,7458,26,S100a8;Tspan32;Trim12a;Jun;Jund;Pim1;Lars2;Ctla2a;Rps29;Sec61b;Rps28;Atpif1;Snrpf;Rpl41;Rpl39;Ost4;Prss57;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Echdc2,Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Echdc2
intracellular organelle%GOcc%GO:0043229,0.2051289888714225,0.7147239939869807,0.75,0.8696581196581196,12770,41,S100a8;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Rpl36al;Rpl39;Ost4;Prss57;S100a11;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Ctsg;Mpo;Slpi;Lgals1;Echdc2,S100a8;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1
intracellular anatomical structure%GOcc%GO:0005622,0.2165735134061163,0.7275961006116384,1.0,0.8863736263736264,14420,44,S100a8;Tspan32;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Rpl36al;Ms4a3;Rpl39;Ost4;Prss57;S100a11;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Slpi;Lgals1;Echdc2,S100a8;Tspan32;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1
organelle%GOcc%GO:0043226,0.27154284661502537,0.6525377396301862,1.0,0.9,13099,42,S100a8;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Cd52;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Rpl36al;Rpl39;Ost4;Prss57;S100a11;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Ctsg;Mpo;Slpi;Lgals1;Echdc2,S100a8;Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Cd52;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41
cellular metabolic process%GObp%GO:0044237,-0.24270001230649316,-0.8728029783229031,0.6,0.9115646258503401,6791,24,S100a8;Trim12a;Jun;Jund;Pim1;Lars2;Ctla2a;Rps29;Sec61b;Rps28;Atpif1;Snrpf;Rpl41;Rpl39;Ost4;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Echdc2,Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Echdc2
cellular nitrogen compound metabolic process%GObp%GO:0034641,-0.2237927951558466,-0.9356404351734986,0.3333333333333333,0.9444444444444444,3002,15,Jun;Jund;Lars2;Rps29;Rps28;Atpif1;Snrpf;Rpl41;Rpl39;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad,Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad
cytoplasm%GOcc%GO:0005737,-0.1981621411496404,-0.5863436315986699,1.0,0.9523809523809523,11554,41,S100a8;Trim12a;Lcn2;H2-Q7;Jun;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Rpl36al;Ms4a3;Rpl39;Ost4;Prss57;S100a11;Sec61g;Rpl35a;Elane;Mrpl33;Atp5e;Alad;Ctsg;Mpo;Slpi;Lgals1;Echdc2,Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Rpl36al;Ms4a3;Rpl39;Ost4;Prss57;S100a11;Sec61g;Rpl35a;Elane;Mrpl33;Atp5e;Alad;Ctsg;Mpo;Slpi;Lgals1;Echdc2
metabolic process%GObp%GO:0008152,-0.19729758103531603,-0.9882016681985729,0.75,0.9809523809523809,7884,26,S100a8;Tspan32;Trim12a;Jun;Jund;Pim1;Lars2;Ctla2a;Rps29;Sec61b;Rps28;Atpif1;Snrpf;Rpl41;Rpl39;Ost4;Prss57;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Echdc2,Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Alad;Ctsg;Mpo;Echdc2
biosynthetic process%GObp%GO:0009058,-0.24046021269646284,-1.1651073492591304,0.0,1.0,2237,15,Jun;Jund;Lars2;Rps29;Rps28;Atpif1;Rpl41;Rpl39;Ost4;Rpl35a;Elane;Mrpl33;Atp5e;Alad;Mpo,Rpl39;Ost4;Rpl35a;Elane;Mrpl33;Atp5e;Alad;Mpo
IMMUNE SYSTEM%REACTOME DATABASE ID RELEASE 78%168256,-0.24585052513934608,-1.0883279744675503,0.3333333333333333,1.0,1677,15,S100a8;Lcn2;Jun;Pim1;Sec61b;Pdcd4;Ms4a3;S100a11;Clec12a;Elane;Sem1;Alad;Ctsg;Mpo;Slpi,S100a11;Clec12a;Elane;Sem1;Alad;Ctsg;Mpo;Slpi
membrane-bounded organelle%GOcc%GO:0043227,-0.2727272727272727,-1.054088688275951,0.4,1.0,12185,40,Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Cd52;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Rpl36al;Ost4;Prss57;S100a11;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Ctsg;Mpo;Slpi;Lgals1;Echdc2,Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Cd52;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Rpl36al;Ost4;Prss57;S100a11;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Ctsg;Mpo;Slpi;Lgals1;Echdc2
intracellular membrane-bounded organelle%GOcc%GO:0043231,-0.25,-1.0287707093479488,0.5,1.0,11713,39,Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Rpl36al;Ost4;Prss57;S100a11;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Ctsg;Mpo;Slpi;Lgals1;Echdc2,Trim12a;Lcn2;H2-Q7;Jun;Jund;Pim1;Erh;Lars2;Ndrg1;Wdfy1;H2-K1;Ctla2a;Shisa5;Rps29;Rpl34;Sec61b;Pdcd4;Rps28;Atpif1;Snrpf;Rps15a;Cox6c;Cox7a2;Rpl41;Rpl36al;Ost4;Prss57;S100a11;Sec61g;Rpl35a;Elane;Mrpl33;Sem1;Atp5e;Ctsg;Mpo;Slpi;Lgals1;Echdc2
endomembrane system%GOcc%GO:0012505,-0.1360143795603508,-0.5929182613954438,0.75,1.0,4128,18,Trim12a;H2-Q7;Ndrg1;Wdfy1;H2-K1;Shisa5;Rps29;Sec61b;Rps28;Rpl41;Rpl36al;Ost4;Prss57;Sec61g;Elane;Ctsg;Mpo;Slpi,Ndrg1;Wdfy1;H2-K1;Shisa5;Rps29;Sec61b;Rps28;Rpl41;Rpl36al;Ost4;Prss57;Sec61g;Elane;Ctsg;Mpo;Slpi
