Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
regulation of macromolecule metabolic process%GObp%GO:0060255,0.4117348238447167,1.7104179133665418,0.16666666666666666,0.11740041928721175,6349,17,Lcn2;Calr;Hsp90aa1;Trim12a;Hspa5;Psmb8;Hspd1;Eno1;Dnajc3;Cd34;Cacybp;Tspo;Rpl23;Rpl38;Rps26;S100a9;S100a8,Lcn2;Calr;Hsp90aa1;Trim12a;Hspa5;Psmb8;Hspd1;Eno1;Dnajc3;Cd34;Cacybp;Tspo;Rpl23;Rpl38;Rps26
response to organic substance%GObp%GO:0010033,0.34474036622146204,1.6107611211980049,0.0,0.1320754716981132,2977,15,Calr;Hsp90aa1;Hspa5;Manf;Hspd1;Eno1;Dnajc3;Sdf2l1;Cacybp;H2-Q7;Tspo;Rpl23;S100a9;Rpl36al;S100a8,Calr;Hsp90aa1;Hspa5;Manf;Hspd1;Eno1;Dnajc3;Sdf2l1;Cacybp;H2-Q7;Tspo
regulation of metabolic process%GObp%GO:0019222,0.4404498875508253,1.6747328393868048,0.0,0.1320754716981132,6855,18,Lcn2;Calr;Hsp90aa1;Trim12a;Hspa5;Psmb8;Hspd1;Eno1;Dnajc3;Cd34;Cacybp;Tspo;Rpl23;Cox7a2;Rpl38;Rps26;S100a9;S100a8,Lcn2;Calr;Hsp90aa1;Trim12a;Hspa5;Psmb8;Hspd1;Eno1;Dnajc3;Cd34;Cacybp;Tspo;Rpl23;Cox7a2;Rpl38;Rps26
regulation of cellular metabolic process%GObp%GO:0031323,0.4109863667675835,1.6393463969984474,0.0,0.1320754716981132,5952,17,Lcn2;Calr;Hsp90aa1;Trim12a;Hspa5;Hspd1;Eno1;Dnajc3;Cd34;Cacybp;Tspo;Rpl23;Cox7a2;Rpl38;Rps26;S100a9;S100a8,Lcn2;Calr;Hsp90aa1;Trim12a;Hspa5;Hspd1;Eno1;Dnajc3;Cd34;Cacybp;Tspo;Rpl23;Cox7a2;Rpl38;Rps26
binding%GOmf%GO:0005488,0.4387282100374034,1.6682538521021373,0.0,0.1320754716981132,14113,31,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Rps26;Rpl37a;Rps29;S100a11;Atp5e;Sem1;S100a9;Rpl39;Lgals1;S100a8,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23
endomembrane system%GOcc%GO:0012505,0.40527241972675204,1.5663016658153495,0.16666666666666666,0.15849056603773584,4128,18,Calr;Wdfy1;Trim12a;Hspa5;Manf;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cacybp;H2-Q7;Tspo;Rps26;Rps29;Rps28;Ost4;Rpl36al,Calr;Wdfy1;Trim12a;Hspa5;Manf;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cacybp;H2-Q7;Tspo
nucleus%GOcc%GO:0005634,0.36325805981829135,1.5817650721376093,0.0,0.16037735849056603,7352,17,Erh;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Ciapin1;Psmb8;Eno1;Cacybp;Rps27;Rpl23;S100a11;Sem1;S100a9;Lgals1;Rpl36al,Erh;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Ciapin1;Psmb8;Eno1
regulation of cellular process%GObp%GO:0050794,0.4938652182365695,1.490503550779317,0.3333333333333333,0.18160377358490565,12039,28,Lcn2;Calr;Wdfy1;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rps29;S100a11;S100a9;Lgals1;S100a8,Lcn2;Calr;Wdfy1;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a
response to chemical%GObp%GO:0042221,0.39599226039226054,1.3660564128391055,0.14285714285714285,0.24213836477987424,4334,16,Lcn2;Calr;Hsp90aa1;Hspa5;Manf;Hspd1;Eno1;Dnajc3;Sdf2l1;Cacybp;H2-Q7;Tspo;Rpl23;S100a9;Rpl36al;S100a8,Lcn2;Calr;Hsp90aa1;Hspa5;Manf;Hspd1;Eno1;Dnajc3;Sdf2l1;Cacybp;H2-Q7;Tspo
cellular response to stimulus%GObp%GO:0051716,0.40349461821433175,1.3735941573607793,0.16666666666666666,0.2486126526082131,7203,15,Lcn2;Calr;Hsp90aa1;Tspan32;Hspa5;Hspd1;Eno1;Dnajc3;Sdf2l1;Cacybp;H2-Q7;Rpl23;Sem1;S100a9;S100a8,Lcn2;Calr;Hsp90aa1;Tspan32;Hspa5;Hspd1;Eno1;Dnajc3;Sdf2l1;Cacybp;H2-Q7
regulation of cell death%GObp%GO:0010941,0.35078565706681586,1.2859822512334604,0.4,0.2711022840119166,1772,15,Lcn2;Hsp90aa1;Hspa5;Ciapin1;Hspd1;Eno1;Dnajc3;Sdf2l1;Cd34;Cacybp;Tspo;Rps29;S100a9;Lgals1;S100a8,Lcn2;Hsp90aa1;Hspa5;Ciapin1;Hspd1;Eno1;Dnajc3;Sdf2l1;Cd34;Cacybp;Tspo
response to stimulus%GObp%GO:0050896,0.297282792619642,1.2641418046012722,0.14285714285714285,0.2893081761006289,9100,23,Lcn2;Calr;Hsp90aa1;Tspan32;Trim12a;Hspa5;Manf;Hspd1;Eno1;Dnajc3;Sdf2l1;Cacybp;H2-Q7;Tspo;Fau;Rpl23;Rps15a;Sem1;S100a9;Rpl39;Lgals1;Rpl36al;S100a8,Lcn2;Calr;Hsp90aa1;Tspan32;Trim12a;Hspa5;Manf;Hspd1;Eno1;Dnajc3;Sdf2l1;Cacybp;H2-Q7;Tspo;Fau
developmental process%GObp%GO:0032502,0.3887957577132856,1.2728117764066287,0.0,0.2971698113207547,5960,18,Erh;Calr;Hsp90aa1;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Cd34;Cacybp;H2-Q7;Tspo;Rpl38;S100a11;S100a9;Lgals1;S100a8,Erh;Calr;Hsp90aa1;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Cd34;Cacybp;H2-Q7;Tspo
regulation of nitrogen compound metabolic process%GObp%GO:0051171,0.34915891900891505,1.2321902109370952,0.25,0.31217838765008576,5572,15,Calr;Hsp90aa1;Trim12a;Hspa5;Psmb8;Hspd1;Eno1;Dnajc3;Cd34;Tspo;Rpl23;Rpl38;Rps26;S100a9;S100a8,Calr;Hsp90aa1;Trim12a;Hspa5;Psmb8;Hspd1;Eno1;Dnajc3;Cd34;Tspo;Rpl23;Rpl38;Rps26
positive regulation of cellular process%GObp%GO:0048522,0.3083723307803871,1.2091872080370472,0.2857142857142857,0.3388022969647252,6069,20,Lcn2;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Hspd1;Eno1;Dnajc3;Cd34;Cacybp;H2-Q7;Tspo;Rpl23;Rps15a;Rps29;S100a11;S100a9;Lgals1;S100a8,Lcn2;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Hspd1;Eno1;Dnajc3;Cd34;Cacybp;H2-Q7;Tspo
positive regulation of biological process%GObp%GO:0048518,0.3083723307803871,1.1680773875769563,0.3333333333333333,0.34867924528301886,6622,20,Lcn2;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Hspd1;Eno1;Dnajc3;Cd34;Cacybp;H2-Q7;Tspo;Rpl23;Rps15a;Rps29;S100a11;S100a9;Lgals1;S100a8,Lcn2;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Hspd1;Eno1;Dnajc3;Cd34;Cacybp;H2-Q7;Tspo
membrane%GOcc%GO:0016020,0.2971267207037801,1.1716757511529432,0.25,0.3522012578616352,9651,18,Erh;Calr;Hsp90aa1;Tspan32;Hspa5;Hspd1;Eno1;Pdia6;Sdf2l1;Cd34;H2-Q7;Tspo;Cox7a2;Atp5e;S100a9;Ost4;Rpl36al;S100a8,Erh;Calr;Hsp90aa1;Tspan32;Hspa5;Hspd1;Eno1;Pdia6;Sdf2l1;Cd34;H2-Q7;Tspo
cellular process%GObp%GO:0009987,0.3066908005274532,1.0722716525877103,0.4,0.4368650217706821,15998,36,Lcn2;Erh;Calr;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Echdc2;Rpl37a;Rps29;Rpl35a;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;Lgals1;S100a8,Lcn2;Erh;Calr;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26
intracellular membrane-bounded organelle%GOcc%GO:0043231,0.309684861292706,1.0430285386897726,0.16666666666666666,0.45003494060097826,11713,36,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Rps27;Rpl23;Cox7a2;Rps26;Rps15a;Rpl34;Echdc2;Rps29;Rpl35a;S100a11;Atp5e;Rps28;Sem1;S100a9;Ost4;Lgals1;Rpl36al,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo
cellular component organization or biogenesis%GObp%GO:0071840,0.21672029938729262,0.9219775833355224,0.16666666666666666,0.6694860117111255,5492,15,Calr;Hsp90aa1;Tspan32;Ciapin1;Manf;Hspd1;Cd34;Rps27;Rpl23;Cox7a2;Rpl38;Rpl35a;Rps28;Sem1;S100a9,Calr;Hsp90aa1;Tspan32;Ciapin1;Manf;Hspd1;Cd34;Rps27;Rpl23;Cox7a2;Rpl38
membrane-bounded organelle%GOcc%GO:0043227,0.309684861292706,0.9274500956185273,0.4,0.6886792452830188,12185,36,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Rps27;Rpl23;Cox7a2;Rps26;Rps15a;Rpl34;Echdc2;Rps29;Rpl35a;S100a11;Atp5e;Rps28;Sem1;S100a9;Ost4;Lgals1;Rpl36al,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo
cellular nitrogen compound metabolic process%GObp%GO:0034641,-0.3942619380930024,-1.3145893714366383,0.2,0.6888888888888889,3002,15,Hsp90aa1;Hspd1;Eno1;Fau;Rps27;Rpl23;Rpl38;Rps26;Rpl37a;Rps29;Rpl35a;Atp5e;Rps28;Sem1;Rpl39,Fau;Rps27;Rpl23;Rpl38;Rps26;Rpl37a;Rps29;Rpl35a;Atp5e;Rps28;Sem1;Rpl39
cellular_component%GOcc%GO:0005575,0.3477042796729976,0.8681105583044592,0.8,0.7264150943396227,29761,42,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Echdc2;Rpl37a;Rps29;Rpl35a;S100a11;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;Lgals1;Rpl36al;S100a8,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Echdc2;Rpl37a
molecular_function%GOmf%GO:0003674,0.3477042796729976,0.8165305661401611,0.75,0.7839318320146074,29245,42,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Echdc2;Rpl37a;Rps29;Rpl35a;S100a11;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;Lgals1;Rpl36al;S100a8,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Echdc2;Rpl37a
biological_process%GObp%GO:0008150,0.3799504972566884,0.7815259134342518,0.6,0.8130896226415094,29961,41,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Echdc2;Rpl37a;Rps29;Rpl35a;S100a11;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;Lgals1;Rpl36al;S100a8,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a
cytoplasm%GOcc%GO:0005737,0.2904689468188842,0.7669925128839344,0.6666666666666666,0.8284734133790739,11554,40,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Echdc2;Rpl37a;Rps29;Rpl35a;S100a11;Atp5e;Rps28;S100a9;Ost4;Rpl39;Lgals1;Rpl36al;S100a8,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Echdc2;Rpl37a
cellular anatomical entity%GOcc%GO:0110165,0.3477042796729976,0.7391902112645874,0.75,0.8429522752497226,19283,42,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Echdc2;Rpl37a;Rps29;Rpl35a;S100a11;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;Lgals1;Rpl36al;S100a8,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Echdc2;Rpl37a
intracellular anatomical structure%GOcc%GO:0005622,0.3477042796729976,0.6527945939896214,1.0,0.9132075471698113,14420,42,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Echdc2;Rpl37a;Rps29;Rpl35a;S100a11;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;Lgals1;Rpl36al;S100a8,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Tspan32;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Echdc2;Rpl37a
cellular macromolecule metabolic process%GObp%GO:0044260,-0.21663171441353302,-0.7757885863588563,0.7142857142857143,0.980952380952381,4010,21,Calr;Hsp90aa1;Trim12a;Hspa5;Psmb8;Hspd1;Dnajc3;Sdf2l1;Fau;Rpl23;Rpl38;Rps26;Rpl37a;Rps29;Rpl35a;Rps28;Sem1;S100a9;Ost4;Rpl39;S100a8,Rpl37a;Rps29;Rpl35a;Rps28;Sem1;S100a9;Ost4;Rpl39;S100a8
cellular protein metabolic process%GObp%GO:0044267,-0.23019515627822823,-0.9518784691385677,0.3333333333333333,1.0,3110,18,Calr;Trim12a;Hspa5;Psmb8;Dnajc3;Sdf2l1;Fau;Rpl23;Rpl38;Rps26;Rpl37a;Rps29;Rpl35a;Rps28;S100a9;Ost4;Rpl39;S100a8,Fau;Rpl23;Rpl38;Rps26;Rpl37a;Rps29;Rpl35a;Rps28;S100a9;Ost4;Rpl39;S100a8
cellular metabolic process%GObp%GO:0044237,-0.19925604501015887,-1.0022257929750789,0.5,1.0,6791,26,Calr;Hsp90aa1;Trim12a;Hspa5;Ciapin1;Psmb8;Hspd1;Eno1;Dnajc3;Sdf2l1;Fau;Rps27;Rpl23;Rpl38;Rps26;Echdc2;Rpl37a;Rps29;Rpl35a;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;S100a8,Fau;Rps27;Rpl23;Rpl38;Rps26;Echdc2;Rpl37a;Rps29;Rpl35a;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;S100a8
intracellular organelle%GOcc%GO:0043229,-0.3497115270919164,-0.9347765578370272,0.5,1.0,12770,41,Lcn2;Erh;Calr;Wdfy1;Hsp90aa1;Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Echdc2;Rpl37a;Rps29;Rpl35a;S100a11;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;Lgals1;Rpl36al;S100a8,Trim12a;Hspa5;Ciapin1;Manf;Psmb8;Hspd1;Eno1;Pdia6;Dnajc3;Sdf2l1;Cd34;Cacybp;H2-Q7;Tspo;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Echdc2;Rpl37a;Rps29;Rpl35a;S100a11;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;Lgals1;Rpl36al;S100a8
nitrogen compound metabolic process%GObp%GO:0006807,-0.19784464334436663,-0.8066863089515833,0.5,1.0,6123,25,Calr;Hsp90aa1;Tspan32;Trim12a;Hspa5;Psmb8;Hspd1;Eno1;Dnajc3;Sdf2l1;Fau;Rps27;Rpl23;Rpl38;Rps26;Rpl37a;Rps29;Rpl35a;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;S100a8,Rps29;Rpl35a;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;S100a8
organic substance metabolic process%GObp%GO:0071704,-0.1849230814771248,-0.8512272896009884,0.5714285714285714,1.0,7458,27,Calr;Hsp90aa1;Tspan32;Trim12a;Hspa5;Psmb8;Hspd1;Eno1;Dnajc3;Sdf2l1;Tspo;Fau;Rps27;Rpl23;Rpl38;Rps26;Echdc2;Rpl37a;Rps29;Rpl35a;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;S100a8,Tspo;Fau;Rps27;Rpl23;Rpl38;Rps26;Echdc2;Rpl37a;Rps29;Rpl35a;Atp5e;Rps28;Sem1;S100a9;Ost4;Rpl39;S100a8
protein-containing complex%GOcc%GO:0032991,-0.23931295631637176,-0.8530720855062304,0.6,1.0,5831,31,Erh;Calr;Hsp90aa1;Tspan32;Hspa5;Psmb8;Hspd1;Eno1;Pdia6;Sdf2l1;Cd34;Cacybp;H2-Q7;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Rpl37a;Rps29;Rpl35a;Atp5e;Rps28;Sem1;Ost4;Rpl39;Lgals1;Rpl36al,Psmb8;Hspd1;Eno1;Pdia6;Sdf2l1;Cd34;Cacybp;H2-Q7;Fau;Rps27;Rpl23;Cox7a2;Rpl38;Rps26;Rps15a;Rpl34;Rpl37a;Rps29;Rpl35a;Atp5e;Rps28;Sem1;Ost4;Rpl39;Lgals1;Rpl36al
