Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
cytoplasm%GOcc%GO:0005737,-0.3594602830615698,-1.0942648917403208,0.4,0.9807692307692307,11554,42,Ndrg1;Wdfy1;Jun;Trim12a;Bcl2;H2-Q7;Erh;Gdpd3;Bst2;Gclm;H2-T22;Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Tubb5;Uqcrq;Tuba1b;Rpl41;Cox6c;Top2a;Cox7a2;S100a8;Snrpe;Uqcr11;Rpl22l1;Tpm4;Atp5e;Rpl36al;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane;Echdc2,Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Tubb5;Uqcrq;Tuba1b;Rpl41;Cox6c;Top2a;Cox7a2;S100a8;Snrpe;Uqcr11;Rpl22l1;Tpm4;Atp5e;Rpl36al;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane;Echdc2
intracellular membrane-bounded organelle%GOcc%GO:0043231,-0.1735407788247369,-0.8684761526436618,0.8333333333333334,0.9850149850149849,11713,38,Ndrg1;Wdfy1;Jund;Jun;Trim12a;Bcl2;H2-Q7;Erh;Gdpd3;Bst2;H2-T22;Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Rpl41;Cox6c;Top2a;Cox7a2;Cenpa;Snrpe;Uqcr11;Atp5e;Rpl36al;Pf4;Ctsg;Lgals1;Elane;Echdc2,Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Rpl41;Cox6c;Top2a;Cox7a2;Cenpa;Snrpe;Uqcr11;Atp5e;Rpl36al;Pf4;Ctsg;Lgals1;Elane;Echdc2
organic substance metabolic process%GObp%GO:0071704,-0.20802427487679304,-0.892759848992632,0.625,0.9874411302982732,7458,23,Tspan32;Jund;Jun;Trim12a;Bcl2;Gdpd3;Gclm;Kcnq1ot1;Pgam1;Hmgb2;Rbm3;Atp5k;Ost4;Rpl41;Top2a;S100a8;Snrpe;Rpl22l1;Atp5e;Alad;Ctsg;Elane;Echdc2,Alad;Ctsg;Elane;Echdc2
cellular anatomical entity%GOcc%GO:0110165,-0.263155379243426,-0.8239918964467438,0.8571428571428571,0.9885531135531135,19283,48,Ndrg1;Tspan32;Wdfy1;Jund;Jun;Trim12a;Bcl2;H2-Q7;Erh;Gdpd3;Bst2;Myl6;Gclm;H2-T22;Slc14a1;Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Cox6c;Top2a;Cox7a2;S100a8;Cenpa;Snrpe;Uqcr11;Rpl22l1;Tpm4;Atp5e;Rpl36al;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane;Echdc2,Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Cox6c;Top2a;Cox7a2;S100a8;Cenpa;Snrpe;Uqcr11;Rpl22l1;Tpm4;Atp5e;Rpl36al;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane;Echdc2
biological_process%GOmf%GO:0008150,-0.1749498827716942,-0.5452478228949382,1.0,0.9906759906759907,9778,26,Jund;Jun;Trim12a;Bcl2;Bst2;Gclm;Slc14a1;Ndufa2;Hmgb2;Sec61g;Atp5k;Cox7b;Ucp2;Tubb5;Uqcrq;Tuba1b;Cox6c;Cox7a2;S100a8;Uqcr11;Cks2;Atp5e;Pf4;Ctsg;Arhgdib;Elane,Tubb5;Uqcrq;Tuba1b;Cox6c;Cox7a2;S100a8;Uqcr11;Cks2;Atp5e;Pf4;Ctsg;Arhgdib;Elane
membrane-bounded organelle%GOcc%GO:0043227,-0.1735407788247369,-0.8362912171554037,0.75,0.9949832775919732,12185,38,Ndrg1;Wdfy1;Jund;Jun;Trim12a;Bcl2;H2-Q7;Erh;Gdpd3;Bst2;H2-T22;Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Rpl41;Cox6c;Top2a;Cox7a2;Cenpa;Snrpe;Uqcr11;Atp5e;Rpl36al;Pf4;Ctsg;Lgals1;Elane;Echdc2,Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Rpl41;Cox6c;Top2a;Cox7a2;Cenpa;Snrpe;Uqcr11;Atp5e;Rpl36al;Pf4;Ctsg;Lgals1;Elane;Echdc2
cellular nitrogen compound metabolic process%GObp%GO:0034641,-0.14375007977519605,-0.4731419505555542,1.0,0.9972527472527473,3002,16,Jund;Jun;Gdpd3;Gclm;Kcnq1ot1;Pgam1;Hmgb2;Rbm3;Atp5k;Rpl41;Top2a;Snrpe;Rpl22l1;Atp5e;Alad;Elane,Rpl41;Top2a;Snrpe;Rpl22l1;Atp5e;Alad;Elane
cellular metabolic process%GObp%GO:0044237,-0.200921474809695,-0.6093037166860767,1.0,1.0,6791,24,Jund;Jun;Trim12a;Bcl2;Gdpd3;Gclm;Kcnq1ot1;Pgam1;Hmgb2;Rbm3;Atp5k;Uqcrb;Ost4;Uqcrq;Rpl41;Top2a;S100a8;Snrpe;Rpl22l1;Atp5e;Alad;Ctsg;Elane;Echdc2,Alad;Ctsg;Elane;Echdc2
biological_process%GObp%GO:0008150,-0.21169016924976836,-0.5507671255132192,1.0,1.0,29961,49,Ndrg1;Tspan32;Wdfy1;Jund;Jun;Trim12a;Bcl2;H2-Q7;Erh;Gdpd3;Bst2;Myl6;Gclm;H2-T22;Slc14a1;Kcnq1ot1;Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Cox6c;Top2a;Cox7a2;S100a8;Cenpa;Snrpe;Cks2;Rpl22l1;Tpm4;Atp5e;Rpl36al;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane;Echdc2,Slc14a1;Kcnq1ot1;Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Cox6c;Top2a;Cox7a2;S100a8;Cenpa;Snrpe;Cks2;Rpl22l1;Tpm4;Atp5e;Rpl36al;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane;Echdc2
binding%GOmf%GO:0005488,-0.1577527626112714,-0.6569454246277902,1.0,1.0,14113,39,Ndrg1;Wdfy1;Jund;Jun;Trim12a;Bcl2;H2-Q7;Erh;Gdpd3;Bst2;Myl6;Gclm;H2-T22;Kcnq1ot1;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Uqcrb;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Top2a;S100a8;Cenpa;Snrpe;Cks2;Rpl22l1;Tpm4;Atp5e;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane,Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Top2a;S100a8;Cenpa;Snrpe;Cks2;Rpl22l1;Tpm4;Atp5e;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane
primary metabolic process%GObp%GO:0044238,-0.16617015236531293,-0.6740060593301711,0.875,1.0,6722,22,Tspan32;Jund;Jun;Trim12a;Bcl2;Gdpd3;Gclm;Kcnq1ot1;Pgam1;Hmgb2;Rbm3;Atp5k;Ost4;Rpl41;Top2a;S100a8;Snrpe;Rpl22l1;Atp5e;Ctsg;Elane;Echdc2,Ctsg;Elane;Echdc2
protein-containing complex%GOcc%GO:0032991,-0.1609200962464263,-0.7610471325680115,0.8333333333333334,1.0,5831,32,Tspan32;Jund;Jun;Bcl2;H2-Q7;Erh;Myl6;Gclm;H2-T22;Ndufa2;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ost4;Tubb5;Uqcrq;Rpl41;Cox6c;Top2a;Cox7a2;Cenpa;Snrpe;Uqcr11;Cks2;Atp5e;Rpl36al;Pf4;Lgals1;Elane,Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ost4;Tubb5;Uqcrq;Rpl41;Cox6c;Top2a;Cox7a2;Cenpa;Snrpe;Uqcr11;Cks2;Atp5e;Rpl36al;Pf4;Lgals1;Elane
organonitrogen compound metabolic process%GObp%GO:1901564,-0.22866074586211002,-0.7148716083449602,0.8333333333333334,1.0,4649,16,Tspan32;Trim12a;Bcl2;Gdpd3;Gclm;Pgam1;Rbm3;Atp5k;Ost4;Rpl41;S100a8;Rpl22l1;Atp5e;Alad;Ctsg;Elane,Rpl22l1;Atp5e;Alad;Ctsg;Elane
cellular process%GObp%GO:0009987,-0.23986720061402345,-0.7779220411615791,0.7142857142857143,1.0,15998,43,Ndrg1;Tspan32;Jund;Jun;Trim12a;Bcl2;H2-Q7;Erh;Gdpd3;Myl6;Gclm;Slc14a1;Kcnq1ot1;Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Top2a;Cox7a2;S100a8;Cenpa;Snrpe;Cks2;Rpl22l1;Tpm4;Atp5e;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane;Echdc2,Slc14a1;Kcnq1ot1;Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Top2a;Cox7a2;S100a8;Cenpa;Snrpe;Cks2;Rpl22l1;Tpm4;Atp5e;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane;Echdc2
cellular process%GOmf%GO:0009987,-0.29320925385310764,-0.9211542803184071,0.6,1.0,5447,19,Trim12a;Bcl2;Slc14a1;Ndufa2;Hmgb2;Sec61g;Atp5k;Cox7b;Ucp2;Tubb5;Uqcrq;Tuba1b;Cox6c;Cox7a2;S100a8;Uqcr11;Atp5e;Pf4;Ctsg,Slc14a1;Ndufa2;Hmgb2;Sec61g;Atp5k;Cox7b;Ucp2;Tubb5;Uqcrq;Tuba1b;Cox6c;Cox7a2;S100a8;Uqcr11;Atp5e;Pf4;Ctsg
cellular component organization or biogenesis%GObp%GO:0071840,-0.23413944331551914,-0.9309332086437252,0.5714285714285714,1.0,5492,20,Ndrg1;Tspan32;Jun;Bcl2;Gclm;Kcnq1ot1;Ndufa2;Hmgb2;Cenpw;Tubb5;Tuba1b;Top2a;Cox7a2;Cenpa;Snrpe;Cks2;Tpm4;Pf4;Alad;Ctsg,Cenpw;Tubb5;Tuba1b;Top2a;Cox7a2;Cenpa;Snrpe;Cks2;Tpm4;Pf4;Alad;Ctsg
cytosol%GOcc%GO:0005829,-0.27746078452919004,-0.9749659487164513,0.5555555555555556,1.0,3851,18,Ndrg1;Wdfy1;Jun;Trim12a;Bcl2;Bst2;Pgam1;Tubb5;Tuba1b;Rpl41;S100a8;Snrpe;Rpl22l1;Rpl36al;Alad;Ctsg;Arhgdib;Lgals1,Tubb5;Tuba1b;Rpl41;S100a8;Snrpe;Rpl22l1;Rpl36al;Alad;Ctsg;Arhgdib;Lgals1
intracellular organelle%GOcc%GO:0043229,-0.29785741829111484,-0.8940744723592409,0.5,1.0,12770,43,Ndrg1;Wdfy1;Jund;Jun;Trim12a;Bcl2;H2-Q7;Erh;Gdpd3;Bst2;Myl6;H2-T22;Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Cox6c;Top2a;Cox7a2;S100a8;Cenpa;Snrpe;Uqcr11;Rpl22l1;Tpm4;Atp5e;Rpl36al;Pf4;Ctsg;Lgals1;Elane;Echdc2,Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Cox6c;Top2a;Cox7a2;S100a8;Cenpa;Snrpe;Uqcr11;Rpl22l1;Tpm4;Atp5e;Rpl36al;Pf4;Ctsg;Lgals1;Elane;Echdc2
metabolic process%GObp%GO:0008152,-0.17184611929201693,-0.6267090719331851,1.0,1.0,7884,26,Tspan32;Jund;Jun;Trim12a;Bcl2;Gdpd3;Gclm;Kcnq1ot1;Pgam1;Hmgb2;Rbm3;Atp5k;Uqcrb;Ucp2;Ost4;Uqcrq;Rpl41;Top2a;S100a8;Snrpe;Rpl22l1;Atp5e;Alad;Ctsg;Elane;Echdc2,Alad;Ctsg;Elane;Echdc2
protein binding%GOmf%GO:0005515,-0.23070099567222677,-0.9792792015374004,0.4444444444444444,1.0,9602,29,Ndrg1;Wdfy1;Jund;Jun;Trim12a;Bcl2;H2-Q7;Bst2;Myl6;Gclm;H2-T22;Kcnq1ot1;Pgam1;Hmgb2;Cenpw;Tubb5;Uqcrq;Tuba1b;Top2a;S100a8;Cenpa;Cks2;Tpm4;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane,Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane
organelle%GOcc%GO:0043226,-0.29785741829111484,-1.0985641894497933,0.4444444444444444,1.0,13099,43,Ndrg1;Wdfy1;Jund;Jun;Trim12a;Bcl2;H2-Q7;Erh;Gdpd3;Bst2;Myl6;H2-T22;Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Cox6c;Top2a;Cox7a2;S100a8;Cenpa;Snrpe;Uqcr11;Rpl22l1;Tpm4;Atp5e;Rpl36al;Pf4;Ctsg;Lgals1;Elane;Echdc2,Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Cox6c;Top2a;Cox7a2;S100a8;Cenpa;Snrpe;Uqcr11;Rpl22l1;Tpm4;Atp5e;Rpl36al;Pf4;Ctsg;Lgals1;Elane;Echdc2
intracellular non-membrane-bounded organelle%GOcc%GO:0043232,-0.3079542591930715,-1.1247243778414449,0.42857142857142855,1.0,4507,16,Ndrg1;Jun;Trim12a;Myl6;Hmgb2;Cenpw;Tubb5;Tuba1b;Rpl41;Top2a;S100a8;Cenpa;Rpl22l1;Tpm4;Rpl36al;Ctsg,Cenpw;Tubb5;Tuba1b;Rpl41;Top2a;S100a8;Cenpa;Rpl22l1;Tpm4;Rpl36al;Ctsg
intracellular anatomical structure%GOcc%GO:0005622,-0.3275878154960493,-1.005645682657313,0.42857142857142855,1.0,14420,47,Ndrg1;Tspan32;Wdfy1;Jund;Jun;Trim12a;Bcl2;H2-Q7;Erh;Gdpd3;Bst2;Myl6;Gclm;H2-T22;Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Cox6c;Top2a;Cox7a2;S100a8;Cenpa;Snrpe;Uqcr11;Rpl22l1;Tpm4;Atp5e;Rpl36al;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane;Echdc2,Ndufa2;Pgam1;Hmgb2;Sec61g;Rbm3;Atp5k;Cox7b;Uqcrb;Ucp2;Ost4;Cenpw;Tubb5;Uqcrq;Tuba1b;Rpl41;Cox6c;Top2a;Cox7a2;S100a8;Cenpa;Snrpe;Uqcr11;Rpl22l1;Tpm4;Atp5e;Rpl36al;Pf4;Alad;Ctsg;Arhgdib;Lgals1;Elane;Echdc2
