Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
cellular response to stimulus%GObp%GO:0051716,0.3589151351045546,1.895573523348674,0.0,0.007649842271293375,7203,50,Cdk6;Bcl2;Ndrg1;Nkg7;Calr;Tspan32;Rfc2;Rpa2;Uhrf1;Chchd10;Gclm;Slc25a5;Abl1;Xrn2;Hspa5;Wdr76;Jund;Ybx3;Hsp90aa1;Hspa9;Msh2;Ppp4c;Hras;Nisch;Clspn;Gpr171;Cd63;Fkbp4;Exo1;Pds5a;Sdf2l1;Gnb4;Cd27;H2-Q7;Chaf1a;Cul3;Map2k3;Ung;Ssrp1;Mrpl15;Mndal;Hus1;Tm2d1;Rpl23;Hmgb2;Crip1;Cirbp;Zbtb20;Anxa5;Racgap1,Cdk6;Bcl2;Ndrg1;Nkg7;Calr;Tspan32;Rfc2;Rpa2;Uhrf1;Chchd10;Gclm;Slc25a5;Abl1;Xrn2;Hspa5;Wdr76;Jund;Ybx3;Hsp90aa1;Hspa9;Msh2;Ppp4c;Hras;Nisch;Clspn;Gpr171
cellular response to stress%GObp%GO:0033554,0.3987742447438426,1.9104700318308454,0.0,0.008052465548729869,1493,27,Bcl2;Calr;Rfc2;Rpa2;Uhrf1;Abl1;Xrn2;Hspa5;Wdr76;Ybx3;Hsp90aa1;Hspa9;Msh2;Ppp4c;Hras;Clspn;Exo1;Pds5a;Sdf2l1;Chaf1a;Cul3;Map2k3;Ung;Ssrp1;Hus1;Crip1;Cirbp,Bcl2;Calr;Rfc2;Rpa2;Uhrf1;Abl1;Xrn2;Hspa5;Wdr76;Ybx3;Hsp90aa1;Hspa9;Msh2;Ppp4c;Hras;Clspn
protein binding%GOmf%GO:0005515,0.3501895394655474,1.9169008745874216,0.0,0.008499824745881528,9602,74,Hbb-bt;Trim12a;Cdk6;Bcl2;Ndrg1;Eci1;Calr;Rfc2;Wdfy1;Igfbp4;Rpa2;Uhrf1;Chchd10;Psmb8;Gclm;Slc25a5;Abl1;Cycs;Xrn2;Hspa5;Rabgap1l;Amd1;Wdr76;Jund;Ybx3;Hsp90aa1;Gnl3;Ahsa1;Hspa9;Msh2;Ppp4c;Hras;Nisch;Nop56;Cd63;Fkbp4;Dynll1;Smarce1;Sdf2l1;Wdr5;Slc25a4;Eif3g;Psmd11;Ebp;Cd27;Snu13;Trim34a;H2-Q7;Rrp1b;Chaf1a;Cul3;Map2k3;Cct5;Ssrp1;Sap30;Rpl5;Mndal;Itpa;Rpl23;Fau;Hmgb2;Rpl39;Anxa5;Elane;Ptpn18;Racgap1;Nfix;Spc24;Trim59;S100a11;Cenpa;Myl10;Lgals1;Ube2c,Hbb-bt;Trim12a;Cdk6;Bcl2;Ndrg1;Eci1;Calr;Rfc2;Wdfy1;Igfbp4;Rpa2;Uhrf1;Chchd10;Psmb8;Gclm;Slc25a5;Abl1;Cycs;Xrn2;Hspa5;Rabgap1l;Amd1;Wdr76;Jund;Ybx3;Hsp90aa1;Gnl3;Ahsa1;Hspa9;Msh2;Ppp4c;Hras;Nisch
cellular developmental process%GObp%GO:0048869,0.3425274785814215,1.9457987104796481,0.0,0.008999814436815736,3916,26,Erh;Cdk6;Bcl2;Ndrg1;Calr;Psmb8;Slc25a5;Abl1;Rabgap1l;Jund;Hsp90aa1;Hspa9;Msh2;Hras;Cd63;Smarce1;Wdr5;Psmd11;Cul3;Sec23ip;Pbx4;Sap30;Hmgb2;Racgap1;Nfix;Lgals1,Erh;Cdk6;Bcl2;Ndrg1;Calr;Psmb8;Slc25a5;Abl1;Rabgap1l;Jund;Hsp90aa1;Hspa9;Msh2;Hras
regulation of intracellular signal transduction%GObp%GO:1902531,0.39356197684803396,1.9576297755910315,0.0,0.009562302839116719,1639,17,Trim12a;Bcl2;Calr;Igfbp4;Rpa2;Abl1;Wdr76;Ybx3;Hsp90aa1;Hras;Cd27;Trim34a;Cul3;Map2k3;Rpl5;Rpl23;Trim59,Trim12a;Bcl2;Calr;Igfbp4;Rpa2;Abl1;Wdr76;Ybx3;Hsp90aa1;Hras
response to stimulus%GObp%GO:0050896,0.2894732249645815,1.9635843176645311,0.0,0.010199789695057833,9100,61,Trim12a;Cdk6;Bcl2;Ndrg1;Nkg7;Calr;Tspan32;Rfc2;Rpa2;Uhrf1;Chchd10;Gclm;Slc25a5;Abl1;Cycs;Xrn2;Hspa5;Wdr76;Jund;Ybx3;Hsp90aa1;Hspa9;Msh2;Ppp4c;Hras;Nisch;Clspn;Gpr171;Cd63;Fkbp4;Exo1;Pds5a;Sdf2l1;Gnb4;Cd27;Psmb9;Trim34a;H2-Q7;Rrp1b;Chaf1a;Cul3;Map2k3;Ung;Ssrp1;Mrpl15;Mndal;Hus1;Tm2d1;Rpl23;Fau;Rbm3;Hmgb2;Crip1;Cirbp;Rpl39;Zbtb20;Anxa5;Elane;Racgap1;Trim59;Lgals1,Trim12a;Cdk6;Bcl2;Ndrg1;Nkg7;Calr;Tspan32;Rfc2;Rpa2;Uhrf1;Chchd10;Gclm;Slc25a5;Abl1;Cycs;Xrn2;Hspa5;Wdr76;Jund;Ybx3;Hsp90aa1;Hspa9;Msh2;Ppp4c;Hras;Nisch;Clspn;Gpr171
regulation of biological process%GObp%GO:0050789,0.2904985607190081,1.969796138353358,0.0,0.01092834610184768,12629,76,Trim12a;Cdk6;Bcl2;Ndrg1;Nkg7;Calr;Tspan32;Rfc2;Wdfy1;Igfbp4;Rpa2;Uhrf1;Chchd10;Psmb8;Gclm;Slc25a5;Abl1;Cycs;Xrn2;Hspa5;Rabgap1l;Wdr76;Jund;Ybx3;Hsp90aa1;Gnl3;Hspa9;Msh2;Ppp4c;Hras;Nisch;Clspn;Gpr171;Cd63;Mrto4;Fkbp4;Pds5a;Dynll1;Smarce1;Sdf2l1;Wdr5;Slc25a4;Gnb4;Cd27;Psmb9;Trim34a;H2-Q7;Rrp1b;Cul3;Map2k3;Pbx4;Ung;Cct5;Ssrp1;Btaf1;Exosc10;Sap30;Rpl5;Mndal;Hus1;Tm2d1;Rpl23;Rbm3;Hmgb2;Ube2s;Crip1;Cirbp;Zbtb20;Anxa5;Elane;Racgap1;Nfix;Trim59;S100a11;Lgals1;Ube2c,Trim12a;Cdk6;Bcl2;Ndrg1;Nkg7;Calr;Tspan32;Rfc2;Wdfy1;Igfbp4;Rpa2;Uhrf1;Chchd10;Psmb8;Gclm;Slc25a5;Abl1;Cycs;Xrn2;Hspa5;Rabgap1l;Wdr76;Jund;Ybx3;Hsp90aa1;Gnl3;Hspa9;Msh2;Ppp4c;Hras;Nisch;Clspn
regulation of cell communication%GObp%GO:0010646,0.3887538595307967,1.974239499336696,0.0,0.011768988109682115,3491,26,Trim12a;Bcl2;Calr;Wdfy1;Igfbp4;Rpa2;Gclm;Slc25a5;Abl1;Hspa5;Wdr76;Ybx3;Hsp90aa1;Hras;Nisch;Cd63;Slc25a4;Cd27;Trim34a;Cul3;Map2k3;Rpl5;Rpl23;Hmgb2;Anxa5;Trim59,Trim12a;Bcl2;Calr;Wdfy1;Igfbp4;Rpa2;Gclm;Slc25a5;Abl1;Hspa5;Wdr76;Ybx3;Hsp90aa1;Hras;Nisch
small molecule binding%GOmf%GO:0036094,0.3758989625886014,1.9895459917213594,0.0,0.012749737118822291,2419,22,Hbb-bt;Erh;Cdk6;Rfc2;Uhrf1;Abl1;Hspa5;Lars2;Hsp90aa1;Gnl3;Hspa9;Msh2;Hras;Fkbp4;Map2k3;Cct5;Exosc10;Itpa;Ube2s;Gimap6;Lgals1;Ube2c,Hbb-bt;Erh;Cdk6;Rfc2;Uhrf1;Abl1;Hspa5;Lars2;Hsp90aa1;Gnl3;Hspa9;Msh2;Hras
cellular catabolic process%GObp%GO:0044248,0.3497773097235368,1.8291844739598175,0.0,0.013908804129624319,1579,19,Hbb-bt;Trim12a;Eci1;Calr;Uhrf1;Psmb8;Abl1;Xrn2;Hspa5;Mrto4;Sdf2l1;Psmd11;Psmb9;Cul3;Exosc10;Itpa;Ube2s;Ube2c;Echdc2,Hbb-bt;Trim12a;Eci1;Calr;Uhrf1;Psmb8;Abl1;Xrn2;Hspa5
regulation of signaling%GObp%GO:0023051,0.3887538595307967,1.997867334082506,0.0,0.013908804129624319,3502,26,Trim12a;Bcl2;Calr;Wdfy1;Igfbp4;Rpa2;Gclm;Slc25a5;Abl1;Hspa5;Wdr76;Ybx3;Hsp90aa1;Hras;Nisch;Cd63;Slc25a4;Cd27;Trim34a;Cul3;Map2k3;Rpl5;Rpl23;Hmgb2;Anxa5;Trim59,Trim12a;Bcl2;Calr;Wdfy1;Igfbp4;Rpa2;Gclm;Slc25a5;Abl1;Hspa5;Wdr76;Ybx3;Hsp90aa1;Hras;Nisch
ribonucleotide binding%GOmf%GO:0032553,0.3632717890433741,2.0071403020843763,0.0,0.01529968454258675,1829,16,Cdk6;Rfc2;Abl1;Hspa5;Lars2;Hsp90aa1;Gnl3;Hspa9;Msh2;Hras;Fkbp4;Map2k3;Cct5;Ube2s;Gimap6;Ube2c,Cdk6;Rfc2;Abl1;Hspa5;Lars2;Hsp90aa1;Gnl3;Hspa9;Msh2;Hras
developmental process%GObp%GO:0032502,0.2918819003498162,1.817211909252975,0.0,0.01995611027293924,5960,40,Erh;Cdk6;Bcl2;Ndrg1;Calr;Psmb8;Slc25a5;Abl1;Xrn2;Hspa5;Rabgap1l;Amd1;Jund;Ybx3;Hsp90aa1;Gnl3;Hspa9;Msh2;Hras;Cd63;Fkbp4;Exo1;Pds5a;Smarce1;Wdr5;Psmd11;Ebp;H2-Q7;Cul3;Sec23ip;Pbx4;Ung;Sap30;Hus1;Hmgb2;Ptpn18;Racgap1;Nfix;S100a11;Lgals1,Erh;Cdk6;Bcl2;Ndrg1;Calr;Psmb8;Slc25a5;Abl1;Xrn2;Hspa5;Rabgap1l;Amd1;Jund;Ybx3;Hsp90aa1;Gnl3;Hspa9;Msh2;Hras;Cd63;Fkbp4;Exo1;Pds5a;Smarce1;Wdr5;Psmd11;Ebp;H2-Q7;Cul3;Sec23ip;Pbx4;Ung
multicellular organismal process%GObp%GO:0032501,0.29867095996159365,1.7898561892089473,0.0,0.024479495268138803,7780,41,Erh;Cdk6;Bcl2;Ndrg1;Tspan32;Gclm;Slc25a5;Abl1;Xrn2;Hspa5;Rabgap1l;Amd1;Jund;Ybx3;Hsp90aa1;Gnl3;Hspa9;Msh2;Hras;Nisch;Fkbp4;Exo1;Pds5a;Smarce1;Wdr5;Ebp;H2-Q7;Cul3;Sec23ip;Map2k3;Pbx4;Ung;Sap30;Hus1;Hmgb2;Anxa5;Ptpn18;Racgap1;Nfix;S100a11;Lgals1,Erh;Cdk6;Bcl2;Ndrg1;Tspan32;Gclm;Slc25a5;Abl1;Xrn2;Hspa5;Rabgap1l;Amd1;Jund;Ybx3;Hsp90aa1;Gnl3;Hspa9;Msh2;Hras;Nisch
response to stress%GObp%GO:0006950,0.339372004040196,1.815299882050388,0.0,0.025499474237644582,3342,41,Trim12a;Bcl2;Nkg7;Calr;Tspan32;Rfc2;Rpa2;Uhrf1;Gclm;Abl1;Cycs;Xrn2;Hspa5;Wdr76;Ybx3;Hsp90aa1;Hspa9;Msh2;Ppp4c;Hras;Clspn;Exo1;Pds5a;Sdf2l1;Trim34a;H2-Q7;Chaf1a;Cul3;Map2k3;Ung;Ssrp1;Hus1;Fau;Rbm3;Hmgb2;Crip1;Cirbp;Rpl39;Anxa5;Elane;Trim59,Trim12a;Bcl2;Nkg7;Calr;Tspan32;Rfc2;Rpa2;Uhrf1;Gclm;Abl1;Cycs;Xrn2;Hspa5;Wdr76;Ybx3;Hsp90aa1;Hspa9;Msh2;Ppp4c;Hras;Clspn
anatomical structure development%GObp%GO:0048856,0.25584759329666357,1.7765542803059262,0.0,0.03399929898352611,5516,33,Cdk6;Bcl2;Ndrg1;Slc25a5;Abl1;Hspa5;Rabgap1l;Amd1;Jund;Ybx3;Hsp90aa1;Hspa9;Msh2;Hras;Cd63;Fkbp4;Exo1;Pds5a;Smarce1;Wdr5;Ebp;H2-Q7;Cul3;Sec23ip;Pbx4;Ung;Sap30;Hus1;Hmgb2;Ptpn18;Racgap1;Nfix;Lgals1,Cdk6;Bcl2;Ndrg1;Slc25a5;Abl1;Hspa5;Rabgap1l;Amd1;Jund;Ybx3;Hsp90aa1;Hspa9;Msh2;Hras;Cd63;Fkbp4;Exo1;Pds5a;Smarce1;Wdr5;Ebp;H2-Q7;Cul3;Sec23ip;Pbx4;Ung
regulation of cellular metabolic process%GObp%GO:0031323,0.2797068046523047,1.781700830244479,0.0,0.03530696432904635,5952,46,Trim12a;Cdk6;Bcl2;Calr;Rfc2;Igfbp4;Rpa2;Uhrf1;Chchd10;Slc25a5;Abl1;Cycs;Hspa5;Jund;Ybx3;Hsp90aa1;Gnl3;Msh2;Ppp4c;Hras;Clspn;Cd63;Pds5a;Dynll1;Smarce1;Wdr5;Slc25a4;Trim34a;Rrp1b;Cul3;Map2k3;Pbx4;Cct5;Btaf1;Exosc10;Sap30;Rpl5;Hus1;Rpl23;Rbm3;Hmgb2;Ube2s;Cirbp;Zbtb20;Elane;Nfix,Trim12a;Cdk6;Bcl2;Calr;Rfc2;Igfbp4;Rpa2;Uhrf1;Chchd10;Slc25a5;Abl1;Cycs;Hspa5;Jund;Ybx3;Hsp90aa1;Gnl3;Msh2;Ppp4c;Hras;Clspn
signaling%GObp%GO:0023052,0.3945490799458449,1.7567796240267108,0.0,0.03569926393270242,5459,23,Cdk6;Bcl2;Ndrg1;Nkg7;Tspan32;Rpa2;Chchd10;Abl1;Hspa5;Msh2;Hras;Nisch;Clspn;Gpr171;Fkbp4;Gnb4;Cd27;Cul3;Map2k3;Hus1;Tm2d1;Crip1;Racgap1,Cdk6;Bcl2;Ndrg1;Nkg7;Tspan32;Rpa2;Chchd10;Abl1;Hspa5;Msh2;Hras;Nisch;Clspn;Gpr171
macromolecule localization%GObp%GO:0033036,0.37342153487777846,1.760616647181043,0.0,0.03693027303383009,2305,16,Calr;Tspan32;Rpa2;Chchd10;Abl1;Hspa5;Rabgap1l;Hsp90aa1;Hspa9;Msh2;Cd63;Fam126b;Sec61g;Knl1;Cenpa;Lgals1,Calr;Tspan32;Rpa2;Chchd10;Abl1;Hspa5;Rabgap1l;Hsp90aa1;Hspa9;Msh2
regulation of localization%GObp%GO:0032879,0.3600195766360417,1.7648513315720593,0.0,0.03824921135646688,2965,21,Trim12a;Bcl2;Calr;Chchd10;Slc25a5;Abl1;Hspa5;Rabgap1l;Hsp90aa1;Gnl3;Hras;Nisch;Cd63;Slc25a4;Trim34a;Map2k3;Cct5;Exosc10;Anxa5;Elane;S100a11,Trim12a;Bcl2;Calr;Chchd10;Slc25a5;Abl1;Hspa5;Rabgap1l;Hsp90aa1;Gnl3;Hras;Nisch
biological regulation%GObp%GO:0065007,0.3121562024525758,1.7395583472337346,0.0,0.04303036277602524,13279,77,Trim12a;Cdk6;Bcl2;Ndrg1;Nkg7;Calr;Tspan32;Rfc2;Wdfy1;Igfbp4;Rpa2;Uhrf1;Chchd10;Psmb8;Gclm;Slc25a5;Abl1;Cycs;Xrn2;Hspa5;Rabgap1l;Wdr76;Jund;Ybx3;Hsp90aa1;Gnl3;Ahsa1;Hspa9;Msh2;Ppp4c;Hras;Nisch;Clspn;Gpr171;Cd63;Mrto4;Fkbp4;Pds5a;Dynll1;Smarce1;Sdf2l1;Wdr5;Slc25a4;Gnb4;Cd27;Psmb9;Trim34a;H2-Q7;Rrp1b;Cul3;Map2k3;Pbx4;Ung;Cct5;Ssrp1;Btaf1;Exosc10;Sap30;Rpl5;Mndal;Hus1;Tm2d1;Rpl23;Rbm3;Hmgb2;Ube2s;Crip1;Cirbp;Zbtb20;Anxa5;Elane;Racgap1;Nfix;Trim59;S100a11;Lgals1;Ube2c,Trim12a;Cdk6;Bcl2;Ndrg1;Nkg7;Calr;Tspan32;Rfc2;Wdfy1;Igfbp4;Rpa2;Uhrf1;Chchd10;Psmb8;Gclm;Slc25a5;Abl1;Cycs;Xrn2;Hspa5;Rabgap1l;Wdr76;Jund;Ybx3;Hsp90aa1;Gnl3;Ahsa1;Hspa9;Msh2;Ppp4c;Hras;Nisch;Clspn
nucleoside phosphate binding%GOmf%GO:1901265,0.37287207650979887,1.7442117835950723,0.0,0.0444184389946067,2065,20,Erh;Cdk6;Rfc2;Uhrf1;Abl1;Hspa5;Lars2;Hsp90aa1;Gnl3;Hspa9;Msh2;Hras;Fkbp4;Map2k3;Cct5;Exosc10;Itpa;Ube2s;Gimap6;Ube2c,Erh;Cdk6;Rfc2;Uhrf1;Abl1;Hspa5;Lars2;Hsp90aa1;Gnl3;Hspa9;Msh2;Hras
regulation of molecular function%GObp%GO:0065009,0.37171878180937856,1.7264641600944854,0.0,0.05399888662089442,2645,23,Trim12a;Bcl2;Rfc2;Psmb8;Gclm;Abl1;Cycs;Rabgap1l;Hsp90aa1;Ahsa1;Msh2;Hras;Clspn;Slc25a4;Psmb9;Trim34a;Rrp1b;Map2k3;Btaf1;Rpl5;Rpl23;Hmgb2;Ube2s,Trim12a;Bcl2;Rfc2;Psmb8;Gclm;Abl1;Cycs;Rabgap1l;Hsp90aa1;Ahsa1;Msh2;Hras;Clspn
regulation of cellular process%GObp%GO:0050794,0.24393379154416456,1.7274824093707646,0.0,0.055635216518497274,12039,71,Trim12a;Cdk6;Bcl2;Ndrg1;Nkg7;Calr;Tspan32;Rfc2;Wdfy1;Igfbp4;Rpa2;Uhrf1;Chchd10;Gclm;Slc25a5;Abl1;Cycs;Hspa5;Wdr76;Jund;Ybx3;Hsp90aa1;Gnl3;Hspa9;Msh2;Ppp4c;Hras;Nisch;Clspn;Gpr171;Cd63;Fkbp4;Pds5a;Dynll1;Smarce1;Sdf2l1;Wdr5;Slc25a4;Gnb4;Cd27;Trim34a;H2-Q7;Rrp1b;Cul3;Map2k3;Pbx4;Ung;Cct5;Ssrp1;Btaf1;Exosc10;Sap30;Rpl5;Mndal;Hus1;Tm2d1;Rpl23;Rbm3;Hmgb2;Ube2s;Crip1;Cirbp;Zbtb20;Anxa5;Elane;Racgap1;Nfix;Trim59;S100a11;Lgals1;Ube2c,Trim12a;Cdk6;Bcl2;Ndrg1;Nkg7;Calr;Tspan32;Rfc2;Wdfy1;Igfbp4;Rpa2;Uhrf1;Chchd10;Gclm;Slc25a5;Abl1;Cycs;Hspa5;Wdr76;Jund;Ybx3;Hsp90aa1;Gnl3;Hspa9;Msh2;Ppp4c;Hras;Nisch;Clspn
regulation of cell population proliferation%GObp%GO:0042127,0.5140899191131297,1.7119035687512982,0.0,0.05682739972960794,1759,15,Cdk6;Bcl2;Ndrg1;Calr;Tspan32;Uhrf1;Slc25a5;Abl1;Jund;Gnl3;Hras;Rpl23;Hmgb2;Elane;S100a11,Cdk6;Bcl2;Ndrg1;Calr;Tspan32;Uhrf1;Slc25a5;Abl1;Jund;Gnl3;Hras
localization%GObp%GO:0051179,0.30998012585740675,1.6802430940254813,0.125,0.07649842271293375,5100,31,Hbb-bt;Bcl2;Nkg7;Calr;Tspan32;Rpa2;Chchd10;Slc25a5;Abl1;Hspa5;Rabgap1l;Hsp90aa1;Hspa9;Msh2;Hras;Nisch;Cd63;Fkbp4;Pds5a;Dynll1;Slc25a4;Cul3;Cct5;Fam126b;Hmgb2;Sec61g;Elane;Racgap1;Knl1;Cenpa;Lgals1,Hbb-bt;Bcl2;Nkg7;Calr;Tspan32;Rpa2;Chchd10;Slc25a5;Abl1;Hspa5;Rabgap1l;Hsp90aa1;Hspa9;Msh2;Hras;Nisch
transport%GObp%GO:0006810,0.40908865757210294,1.6749446770934178,0.2,0.08052465548729869,3665,22,Hbb-bt;Bcl2;Nkg7;Calr;Chchd10;Slc25a5;Abl1;Hspa5;Rabgap1l;Hsp90aa1;Hspa9;Hras;Nisch;Cd63;Fkbp4;Dynll1;Slc25a4;Cul3;Cct5;Sec61g;Elane;Racgap1,Hbb-bt;Bcl2;Nkg7;Calr;Chchd10;Slc25a5;Abl1;Hspa5;Rabgap1l;Hsp90aa1;Hspa9;Hras;Nisch;Cd63;Fkbp4;Dynll1;Slc25a4
organelle membrane%GOcc%GO:0031090,0.31509100188237577,1.6773788093091058,0.0,0.08270099752749595,2340,19,Bcl2;Ndrg1;Nkg7;Eci1;Calr;Chchd10;Slc25a5;Hspa5;Cd63;Sdf2l1;Slc25a4;Ebp;H2-Q7;Uqcrh;Tmx4;Cox8a;Krtcap2;Sec61g;Ost4,Bcl2;Ndrg1;Nkg7;Eci1;Calr;Chchd10;Slc25a5;Hspa5
signal transduction%GObp%GO:0007165,0.3945490799458449,1.6566399538065404,0.16666666666666666,0.09807490091401762,5130,23,Cdk6;Bcl2;Ndrg1;Nkg7;Tspan32;Rpa2;Chchd10;Abl1;Hspa5;Msh2;Hras;Nisch;Clspn;Gpr171;Fkbp4;Gnb4;Cd27;Cul3;Map2k3;Hus1;Tm2d1;Crip1;Racgap1,Cdk6;Bcl2;Ndrg1;Nkg7;Tspan32;Rpa2;Chchd10;Abl1;Hspa5;Msh2;Hras;Nisch;Clspn;Gpr171
amide biosynthetic process%GObp%GO:0043604,-0.4068104662664877,-1.9327725951494827,0.0,0.125,481,15,Gclm;Lars2;Mrpl32;Eif3g;Mrpl15;Rpl5;Mrps30;Rpl35a;Rpl23;Rpl41;Fau;Rbm3;Rpl39;Elane;Rpl22l1,Mrpl15;Rpl5;Mrps30;Rpl35a;Rpl23;Rpl41;Fau;Rbm3;Rpl39;Elane;Rpl22l1
nucleotide binding%GOmf%GO:0000166,0.37287207650979887,1.6088514457569343,0.0,0.1262223974763407,2065,20,Erh;Cdk6;Rfc2;Uhrf1;Abl1;Hspa5;Lars2;Hsp90aa1;Gnl3;Hspa9;Msh2;Hras;Fkbp4;Map2k3;Cct5;Exosc10;Itpa;Ube2s;Gimap6;Ube2c,Erh;Cdk6;Rfc2;Uhrf1;Abl1;Hspa5;Lars2;Hsp90aa1;Gnl3;Hspa9;Msh2;Hras
